club_id,club_name_raw,portal_web,crest_url,correspondence_address,locality,province,postal_code,representative_team_id,source_url,scraped_at
30430,DEPORTIVO A.V. SANTA ANA,www.davsantaana.es,/pnfg/pimg/Clubes/00100_0010976814_dep_av_santaana.jpg,CALLE HOSPITALET DE LLOBREGAT,Madrid,Madrid,28034.0,1400,https://www.rffm.es/fichaequipo/1400,2026-08-13T14:06:49.844946+00:00
3929,C.D. MOSTOLES U.R.J.C.,www.cdmostoles.com,/pnfg/pimg/Clubes/00100_0012189690_Escudo_CD_M__STOLES.jpg,Avenida Iker Casillas s/n,Móstoles,Madrid,28935.0,2127,https://www.rffm.es/fichaequipo/2127,2026-08-13T14:06:49.984122+00:00
3524,CLUB SIELLO NUEVO BOADILLA F.C.,,/pnfg/pimg/Clubes/00100_0012185915_WhatsApp_Image_2026_07_03_at_20.26.50.png,Calle Antonio Gades 1 portal 4 3ºB,Madrid,Madrid,28051.0,1532,https://www.rffm.es/fichaequipo/1532,2026-08-13T14:06:50.010225+00:00
30432,R.S.D. ALCALA S.A.D.,www.rsdalcala.com,/pnfg/pimg/Clubes/00100_0000103781_escudo_rsda_nuevo.jpg,AVDA. VIRGEN DEL VAL S/N (ESTADIO),Alcalá De Henares,Madrid,28805.0,71,https://www.rffm.es/fichaequipo/71,2026-08-13T14:06:50.016776+00:00
3944,C.F. FUENLABRADA S.A.D.,www.cffuenlabrada.es,/pnfg/pimg/Clubes/00100_0011051013_Escudo_Club_de_F_tbol_Fuenlabrada_S.A.D..jpg,CAMINO DEL MOLINO S/N (ESTADIO FERNANDO TORRES),0,Madrid,28942.0,2172,https://www.rffm.es/fichaequipo/2172,2026-08-13T14:06:50.074417+00:00
30435,MEXICO F.C. S.A.D.,https://mexicofc.com,/pnfg/pimg/Clubes/00100_0011715402_logo_M__xico_FC_rN.png,"Calle Bulgaria 4, San Blas - Canillegas",Madrid,Madrid,28022.0,2002,https://www.rffm.es/fichaequipo/2002,2026-08-13T14:06:50.077808+00:00
1810,SAD DUX INTERNACIONAL DE MADRID S.L.,www.interdemadrid.com,/pnfg/pimg/Clubes/00100_0011013432_E93FFD9B_16F0_4235_8E90_64FCF8E5CF4A.jpeg,C/ Petunia 17,Boadilla Del Monte,Madrid,28670.0,1045,https://www.rffm.es/fichaequipo/1045,2026-08-13T14:06:50.322079+00:00
30431,GETAFE C.F. S.A.D.,www.getafecf.com,/pnfg/pimg/Clubes/00100_0011877690_Escudo_a_color.png,"AVDA. TERESA DE CALCUTA,S/N",Getafe,Madrid,28903.0,561,https://www.rffm.es/fichaequipo/561,2026-08-13T14:06:50.566975+00:00
1011,ARAVACA C.F.,aravacacf.ffmadrid.org,/pnfg/pimg/Clubes/00100_0012083236_logo.png,CALLE SEPULVEDA 133 b,Madrid,Madrid,28023.0,106,https://www.rffm.es/fichaequipo/106,2026-08-13T14:06:50.567335+00:00
1038,A.D. ALCORCON S.A.D.,www.adalcorcon.com,/pnfg/pimg/Clubes/00100_0010867312_ESCUDO_FED.jpg,"Av. Esteban Marquez s/n, 28922 Alcorcón - Madrid",Alcorcón,Madrid,28922.0,280,https://www.rffm.es/fichaequipo/280,2026-08-13T14:06:50.581725+00:00
30426,C.D. SAN FERNANDO,www.cdsanfernando.es,/pnfg/pimg/Clubes/00100_0012187001_1016_C.D._San_Fernando_2026_2027_Federacion.png,C/ Eugenia de Montijo s/n,San Fernando De Henares,Madrid,28830.0,119,https://www.rffm.es/fichaequipo/119,2026-08-13T14:06:50.586900+00:00
30491,A.D. UNION ADARVE,www.unionadarve.com,/pnfg/pimg/Clubes/00100_0012184056_Escudo_Uni__n_Adarve.jpg,"C/ Becerrea, 4 - Instalación Vereda de Ganapanes",Madrid,Madrid,28029.0,1592,https://www.rffm.es/fichaequipo/1592,2026-08-13T14:06:50.591617+00:00
30389,A.D. PARLA,www.adparla.com,/pnfg/pimg/Clubes/00100_0011615023_ESCUDO_ADP.png,"AVD. DE LA ESCUELA PUBLICA, S/N, 28981",Parla,Madrid,28981.0,311,https://www.rffm.es/fichaequipo/311,2026-08-13T14:06:50.649817+00:00
3536,C.F. TRIVAL VALDERAS ALCORCON,www.trivalvalderas.com/,/pnfg/pimg/Clubes/00100_0000039449_Trivel_Valderas.jpg,"AVDA.LOS CASTILLOS, S/N (La Canaleja)",Alcorcón,Madrid,28925.0,1563,https://www.rffm.es/fichaequipo/1563,2026-08-13T14:06:50.650140+00:00
30390,ATLETICO DE PINTO,clubatleticodepinto.com,/pnfg/pimg/Clubes/00100_0011875410_p7_vzIFD_400x400.jpg,calle doña manolita s/n,Pinto,Madrid,28320.0,162,https://www.rffm.es/fichaequipo/162,2026-08-13T14:06:50.963201+00:00
1037,ALCOBENDAS C.F.,www.adalcobendascf.com,/pnfg/pimg/Clubes/00100_0011756754_LOGO_ALCOBENDAS_ORIGINAL_2024.jpg,"Avda. de la Transicion, s/n - POLIDEP. JOSE CABALLERO",Alcobendas,Madrid,28100.0,256,https://www.rffm.es/fichaequipo/256,2026-08-13T14:06:50.967606+00:00
3715,C.F. POZUELO DE ALARCON,www.cfpozuelo.com,/pnfg/pimg/Clubes/00100_0010960678_escudo_Rffm_-_CFPOZUELO.jpg,C/ COSTANILLA DEL OLIVAR 13 2 D,0,Madrid,28223.0,1873,https://www.rffm.es/fichaequipo/1873,2026-08-13T14:06:51.506065+00:00
1010,C.D. LEGANES S.A.D.,www.cdleganes.com,/pnfg/pimg/Clubes/00100_0000052639_escudoleganes.JPG,"ARQUITECTURA, S/N",Leganés,Madrid,28914.0,94,https://www.rffm.es/fichaequipo/94,2026-08-13T14:06:51.628303+00:00
30433,RAYO VALLECANO DE MADRID S.A.D.,www.rayovallecano.es,/pnfg/pimg/Clubes/00100_0011548853_Escudo_Rayo_Vallecano.jpg,CALLE RAYO VALLECANO DE MADRID SAD Nº 2,Madrid,Madrid,28051.0,58,https://www.rffm.es/fichaequipo/58,2026-08-13T14:06:51.769077+00:00
847183,RAYO CIUDAD ALCOBENDAS C.F.,www.rcalcobendas.com,/pnfg/pimg/Clubes/00100_0011732556_IMG_20240719_WA0028.jpg,CALLE FCO LARGO CABALLERO S/N,Alcobendas,Madrid,28100.0,1032104,https://www.rffm.es/fichaequipo/1032104,2026-08-13T14:06:51.829620+00:00
40024,CLUB ATLETICO DE MADRID S.A.D.,www://atleticodemadrid.com,/pnfg/pimg/Clubes/00100_0011717577_Captura_de_pantalla_2024_06_18_085624.png,Avenida Luis Aragones (ESTADIO CÍVITAS METROPOLITANO),Madrid,Madrid,28022.0,18,https://www.rffm.es/fichaequipo/18,2026-08-13T14:06:51.890699+00:00
1674,S.R. VILLAVERDE-BOETTICHER C.F.,efvillaverde.com,/pnfg/pimg/Clubes/00100_0000001032_1674_VILLAVERDE.jpg,"PASEO DE TALLERES, 1",0,Madrid,28021.0,939,https://www.rffm.es/fichaequipo/939,2026-08-13T14:06:51.895578+00:00
30423,LAS ROZAS C.F.,www.lasrozascf.com,/pnfg/pimg/Clubes/00100_0011108020_Escudo_nuevos_Las_Rozas.png,"AVDA. NUESTRA SEÑORA DE RETAMAR, 16 (POLIDEPORTIVO)",Las Rozas de Madrid,Madrid,28232.0,293,https://www.rffm.es/fichaequipo/293,2026-08-13T14:06:52.087658+00:00
3841,C.D. FUTBOL TRES CANTOS,www.trescantoscdf.com,/pnfg/pimg/Clubes/00100_0012158828_Escudo_Tres_Cantos_CDF.png,28760,Tres Cantos,Madrid,28760.0,2027,https://www.rffm.es/fichaequipo/2027,2026-08-13T14:06:52.351751+00:00
2165,PERISO CLUB DE FUTBOL,efperiso.ffmadrid.org,/pnfg/pimg/Clubes/00100_0010866743_Periso_C.F..jpg,"Calle de Hermosilla, 101",Madrid,Madrid,28006.0,1174,https://www.rffm.es/fichaequipo/1174,2026-08-13T14:06:52.765705+00:00
1104,C.D. CANILLAS,www.cdcanillas.com,/pnfg/pimg/Clubes/00100_0000094647_53030_logo_cd_canillas.jpg,"AGUSTIN DE ITURBIDE, 1",Madrid,Madrid,28043.0,479,https://www.rffm.es/fichaequipo/479,2026-08-13T14:06:52.884840+00:00
4060,A.D. TORREJON C.F.,www.adtorrejoncf.com,/pnfg/pimg/Clubes/00100_0011601593_ESCUDO_AD_TORREJON.png,"Calle Turín, 14, campo de futbol las veredillas",Torrejón De Ardoz,Madrid,28850.0,2363,https://www.rffm.es/fichaequipo/2363,2026-08-13T14:06:52.948126+00:00
30436,CLUB UNION COLLADO VILLALBA,www.cucvillalba.es,/pnfg/pimg/Clubes/00100_0011580792_Escudo_Villalba_04.jpg,"C/LAS AGUEDAS, 295",Collado Villalba,Madrid,28400.0,1619,https://www.rffm.es/fichaequipo/1619,2026-08-13T14:06:53.053032+00:00
4475,ESC.FUT. SIETE PICOS COLMENAR,www.efsietepicos.com,/pnfg/pimg/Clubes/00100_0000044472_escudo%207%20picos.JPG,AVDA. JUAN PABLO II,Colmenar Viejo,Madrid,28770.0,2977,https://www.rffm.es/fichaequipo/2977,2026-08-13T14:06:53.057479+00:00
30388,A.D. COLMENAR VIEJO,www.adcolmenarviejo.es,/pnfg/pimg/Clubes/00100_0011615318_ESCUDO_ADCV.png,c/Tomillo s/n,Colmenar Viejo,Madrid,28770.0,193,https://www.rffm.es/fichaequipo/193,2026-08-13T14:06:53.141228+00:00
30422,C.D.B. COSLADA,www.cdcoslada.es,/pnfg/pimg/Clubes/00100_0011098262_Logo_Premium_C.D.Coslada___COLOR_2.0.jpg,"MAR CANTABRICO, S/N (ESTADIO EL OLIVO)",Coslada,Madrid,28821.0,685,https://www.rffm.es/fichaequipo/685,2026-08-13T14:06:53.307087+00:00
1156,A.D. SPORTING HORTALEZA,adsportingdehortaleza.com,/pnfg/pimg/Clubes/00100_0010867808_content_sphortalezajuvpruebas1617pequees.jpg,"MONOVAR, S/N (CAMPO DE FUTBOL)",Madrid,Madrid,28033.0,546,https://www.rffm.es/fichaequipo/546,2026-08-13T14:06:53.557950+00:00
