club_id,club_name_raw,portal_web,crest_url,correspondence_address,locality,province,postal_code,representative_team_id,source_url,scraped_at
4947426,S.A.D. VILLAVERDE SAN ANDRES,https://sadvillaverdeboetticher.com,/pnfg/pimg/Clubes/00100_0011557501_ESCUDO_SAD_VILLAVERDE.jpeg,"Pº de Talleres, 1",Madrid,Madrid,28021.0,6826481,https://www.rffm.es/fichaequipo/6826481,2026-08-12T23:11:42.095246+00:00
30432,R.S.D. ALCALA S.A.D.,www.rsdalcala.com,/pnfg/pimg/Clubes/00100_0000103781_escudo_rsda_nuevo.jpg,AVDA. VIRGEN DEL VAL S/N (ESTADIO),Alcalá De Henares,Madrid,28805.0,71,https://www.rffm.es/fichaequipo/71,2026-08-12T23:11:42.369102+00:00
30390,ATLETICO DE PINTO,clubatleticodepinto.com,/pnfg/pimg/Clubes/00100_0011875410_p7_vzIFD_400x400.jpg,calle doña manolita s/n,Pinto,Madrid,28320.0,162,https://www.rffm.es/fichaequipo/162,2026-08-12T23:11:42.377723+00:00
3841,C.D. FUTBOL TRES CANTOS,www.trescantoscdf.com,/pnfg/pimg/Clubes/00100_0012158828_Escudo_Tres_Cantos_CDF.png,28760,Tres Cantos,Madrid,28760.0,2027,https://www.rffm.es/fichaequipo/2027,2026-08-12T23:11:42.388513+00:00
30430,DEPORTIVO A.V. SANTA ANA,www.davsantaana.es,/pnfg/pimg/Clubes/00100_0010976814_dep_av_santaana.jpg,CALLE HOSPITALET DE LLOBREGAT,Madrid,Madrid,28034.0,1400,https://www.rffm.es/fichaequipo/1400,2026-08-12T23:11:42.391797+00:00
3536,C.F. TRIVAL VALDERAS ALCORCON,www.trivalvalderas.com/,/pnfg/pimg/Clubes/00100_0000039449_Trivel_Valderas.jpg,"AVDA.LOS CASTILLOS, S/N (La Canaleja)",Alcorcón,Madrid,28925.0,1563,https://www.rffm.es/fichaequipo/1563,2026-08-12T23:11:42.434014+00:00
1810,SAD DUX INTERNACIONAL DE MADRID S.L.,www.interdemadrid.com,/pnfg/pimg/Clubes/00100_0011013432_E93FFD9B_16F0_4235_8E90_64FCF8E5CF4A.jpeg,C/ Petunia 17,Boadilla Del Monte,Madrid,28670.0,1045,https://www.rffm.es/fichaequipo/1045,2026-08-12T23:11:42.505529+00:00
1070,U.D. SAN SEBASTIAN DE LOS REYES S.A.D.,www.ud-sanse.com,/pnfg/pimg/Clubes/00100_0000079443_descarga_(12).jpg,"AVDA. MATAPIÑONERA, S/N",San Sebastián De Los Reyes,Madrid,28703.0,407,https://www.rffm.es/fichaequipo/407,2026-08-12T23:11:42.539268+00:00
30435,MEXICO F.C. S.A.D.,https://mexicofc.com,/pnfg/pimg/Clubes/00100_0011715402_logo_M__xico_FC_rN.png,"Calle Bulgaria 4, San Blas - Canillegas",Madrid,Madrid,28022.0,2002,https://www.rffm.es/fichaequipo/2002,2026-08-12T23:11:42.746394+00:00
30431,GETAFE C.F. S.A.D.,www.getafecf.com,/pnfg/pimg/Clubes/00100_0011877690_Escudo_a_color.png,"AVDA. TERESA DE CALCUTA,S/N",Getafe,Madrid,28903.0,561,https://www.rffm.es/fichaequipo/561,2026-08-12T23:11:43.048926+00:00
