club_id,club_name_raw,portal_web,crest_url,correspondence_address,locality,province,postal_code,representative_team_id,source_url,scraped_at
3929,C.D. MOSTOLES U.R.J.C.,www.cdmostoles.com,/pnfg/pimg/Clubes/00100_0012189690_Escudo_CD_M__STOLES.jpg,Avenida Iker Casillas s/n,Móstoles,Madrid,28935.0,2127,https://www.rffm.es/fichaequipo/2127,2026-08-06T02:40:32.481878+00:00
4060,A.D. TORREJON C.F.,www.adtorrejoncf.com,/pnfg/pimg/Clubes/00100_0011601593_ESCUDO_AD_TORREJON.png,"Calle Turín, 14, campo de futbol las veredillas",Torrejón De Ardoz,Madrid,28850.0,2363,https://www.rffm.es/fichaequipo/2363,2026-08-06T02:40:32.545884+00:00
30491,A.D. UNION ADARVE,www.unionadarve.com,/pnfg/pimg/Clubes/00100_0012184056_Escudo_Uni__n_Adarve.jpg,"C/ Becerrea, 4 - Instalación Vereda de Ganapanes",Madrid,Madrid,28029.0,1592,https://www.rffm.es/fichaequipo/1592,2026-08-06T02:40:32.552707+00:00
30432,R.S.D. ALCALA S.A.D.,www.rsdalcala.com,/pnfg/pimg/Clubes/00100_0000103781_escudo_rsda_nuevo.jpg,AVDA. VIRGEN DEL VAL S/N (ESTADIO),Alcalá De Henares,Madrid,28805.0,71,https://www.rffm.es/fichaequipo/71,2026-08-06T02:40:32.641508+00:00
30423,LAS ROZAS C.F.,www.lasrozascf.com,/pnfg/pimg/Clubes/00100_0011108020_Escudo_nuevos_Las_Rozas.png,"AVDA. NUESTRA SEÑORA DE RETAMAR, 16 (POLIDEPORTIVO)",Las Rozas de Madrid,Madrid,28232.0,293,https://www.rffm.es/fichaequipo/293,2026-08-06T02:40:32.670169+00:00
3944,C.F. FUENLABRADA S.A.D.,www.cffuenlabrada.es,/pnfg/pimg/Clubes/00100_0011051013_Escudo_Club_de_F_tbol_Fuenlabrada_S.A.D..jpg,CAMINO DEL MOLINO S/N (ESTADIO FERNANDO TORRES),0,Madrid,28942.0,2172,https://www.rffm.es/fichaequipo/2172,2026-08-06T02:40:32.680169+00:00
3715,C.F. POZUELO DE ALARCON,www.cfpozuelo.com,/pnfg/pimg/Clubes/00100_0010960678_escudo_Rffm_-_CFPOZUELO.jpg,C/ COSTANILLA DEL OLIVAR 13 2 D,0,Madrid,28223.0,1873,https://www.rffm.es/fichaequipo/1873,2026-08-06T02:40:32.752762+00:00
1070,U.D. SAN SEBASTIAN DE LOS REYES S.A.D.,www.ud-sanse.com,/pnfg/pimg/Clubes/00100_0000079443_descarga_(12).jpg,"AVDA. MATAPIÑONERA, S/N",San Sebastián De Los Reyes,Madrid,28703.0,407,https://www.rffm.es/fichaequipo/407,2026-08-06T02:40:32.759259+00:00
1008,C.D. COLONIA MOSCARDO,www.cdcmoscardo.es,/pnfg/pimg/Clubes/00100_0011589039_MOSCARDO.png,"C/ ANDRES ARTEAGA, 1, MADRID 28026 ESTADIO ROMAN VALERO",Madrid,Madrid,28026.0,85,https://www.rffm.es/fichaequipo/85,2026-08-06T02:40:32.884922+00:00
1010,C.D. LEGANES S.A.D.,www.cdleganes.com,/pnfg/pimg/Clubes/00100_0000052639_escudoleganes.JPG,"ARQUITECTURA, S/N",Leganés,Madrid,28914.0,94,https://www.rffm.es/fichaequipo/94,2026-08-06T02:40:33.070103+00:00
30389,A.D. PARLA,www.adparla.com,/pnfg/pimg/Clubes/00100_0011615023_ESCUDO_ADP.png,"AVD. DE LA ESCUELA PUBLICA, S/N, 28981",Parla,Madrid,28981.0,311,https://www.rffm.es/fichaequipo/311,2026-08-06T02:40:33.101561+00:00
30433,RAYO VALLECANO DE MADRID S.A.D.,www.rayovallecano.es,/pnfg/pimg/Clubes/00100_0011548853_Escudo_Rayo_Vallecano.jpg,CALLE RAYO VALLECANO DE MADRID SAD Nº 2,Madrid,Madrid,28051.0,58,https://www.rffm.es/fichaequipo/58,2026-08-06T02:40:33.110649+00:00
30436,CLUB UNION COLLADO VILLALBA,www.cucvillalba.es,/pnfg/pimg/Clubes/00100_0011580792_Escudo_Villalba_04.jpg,"C/LAS AGUEDAS, 295",Collado Villalba,Madrid,28400.0,1619,https://www.rffm.es/fichaequipo/1619,2026-08-06T02:40:33.733634+00:00
3841,C.D. FUTBOL TRES CANTOS,www.trescantoscdf.com,/pnfg/pimg/Clubes/00100_0012158828_Escudo_Tres_Cantos_CDF.png,28760,Tres Cantos,Madrid,28760.0,2027,https://www.rffm.es/fichaequipo/2027,2026-08-06T02:40:33.835762+00:00
3536,C.F. TRIVAL VALDERAS ALCORCON,www.trivalvalderas.com/,/pnfg/pimg/Clubes/00100_0000039449_Trivel_Valderas.jpg,"AVDA.LOS CASTILLOS, S/N (La Canaleja)",Alcorcón,Madrid,28925.0,1563,https://www.rffm.es/fichaequipo/1563,2026-08-06T02:40:33.883994+00:00
1104,C.D. CANILLAS,www.cdcanillas.com,/pnfg/pimg/Clubes/00100_0000094647_53030_logo_cd_canillas.jpg,"AGUSTIN DE ITURBIDE, 1",Madrid,Madrid,28043.0,479,https://www.rffm.es/fichaequipo/479,2026-08-06T02:40:34.003760+00:00
1038,A.D. ALCORCON S.A.D.,www.adalcorcon.com,/pnfg/pimg/Clubes/00100_0010867312_ESCUDO_FED.jpg,"Av. Esteban Marquez s/n, 28922 Alcorcón - Madrid",Alcorcón,Madrid,28922.0,280,https://www.rffm.es/fichaequipo/280,2026-08-06T02:40:34.049323+00:00
40017,REAL MADRID C.F.,www.realmadrid.com,/pnfg/pimg/Clubes/00100_0011704853_REAL_MADRID.PNG,"Avda. de las Fuerzas Armadas, 402. 28055 Madrid",Madrid,Madrid,28055.0,17199331,https://www.rffm.es/fichaequipo/17199331,2026-08-06T02:40:34.137320+00:00
3524,CLUB SIELLO NUEVO BOADILLA F.C.,,/pnfg/pimg/Clubes/00100_0012185915_WhatsApp_Image_2026_07_03_at_20.26.50.png,Calle Antonio Gades 1 portal 4 3ºB,Madrid,Madrid,28051.0,1532,https://www.rffm.es/fichaequipo/1532,2026-08-06T02:40:34.237357+00:00
30435,MEXICO F.C. S.A.D.,https://mexicofc.com,/pnfg/pimg/Clubes/00100_0011715402_logo_M__xico_FC_rN.png,"Avda. Juan Pablo II, 30 - 2º A",Paracuellos De Jarama,Madrid,28860.0,2002,https://www.rffm.es/fichaequipo/2002,2026-08-06T02:40:34.308306+00:00
1026,A.D. CALA POZUELO,,/pnfg/pimg/Clubes/00100_0000101074_AD_CALASANZ_POZUELO.jpg,"ZARZA, 4 2º-B",Madrid,Madrid,28023.0,171,https://www.rffm.es/fichaequipo/171,2026-08-06T02:40:34.514971+00:00
30422,C.D.B. COSLADA,www.cdcoslada.es,/pnfg/pimg/Clubes/00100_0011098262_Logo_Premium_C.D.Coslada___COLOR_2.0.jpg,"MAR CANTABRICO, S/N (ESTADIO EL OLIVO)",Coslada,Madrid,28821.0,685,https://www.rffm.es/fichaequipo/685,2026-08-06T02:40:34.522785+00:00
1077,C.D. GALAPAGAR,www.cdgalapagar.com,/pnfg/pimg/Clubes/00100_0011078749_Escudo_CDG.png,"GUADARRAMA, 129",Galapagar,Madrid,28260.0,438,https://www.rffm.es/fichaequipo/438,2026-08-06T02:40:34.595565+00:00
4327,ROBLEDO C.F.,,/pnfg/pimg/Clubes/00100_0011005925_escudo_nuevo.jpg,ERAS DEL CRISTO (CAMPO MUNICIPAL FÚTBOL),Robledo De Chavela,Madrid,28294.0,2749,https://www.rffm.es/fichaequipo/2749,2026-08-06T02:40:34.634328+00:00
1168,C.D. VICALVARO,cdvical@gmail.com,/pnfg/pimg/Clubes/00100_0011122324_FONDO_BLANCO.png,"LOS GALEOTE, 5",Madrid,Madrid,28032.0,596,https://www.rffm.es/fichaequipo/596,2026-08-06T02:40:35.347484+00:00
3373,CLUB ALAMEDA DE OSUNA ESCUELAS DE FUTBOL,www.alamedadeosunaef.com,/pnfg/pimg/Clubes/00100_0011035718_00100_1000035118_escudo_bueno_alameda.jpg,"Pº ALAMEDA DE OSUNA, 48(CAMPO DE FUTBOL), 28042 MADRID",Madrid,Madrid,28042.0,1387,https://www.rffm.es/fichaequipo/1387,2026-08-06T02:40:35.475253+00:00
30426,C.D. SAN FERNANDO,www.cdsanfernando.es,/pnfg/pimg/Clubes/00100_0012187001_1016_C.D._San_Fernando_2026_2027_Federacion.png,C/ Eugenia de Montijo s/n,San Fernando De Henares,Madrid,28830.0,119,https://www.rffm.es/fichaequipo/119,2026-08-06T02:40:35.484394+00:00
1011,ARAVACA C.F.,aravacacf.ffmadrid.org,/pnfg/pimg/Clubes/00100_0012083236_logo.png,CALLE SEPULVEDA 133 b,Madrid,Madrid,28023.0,106,https://www.rffm.es/fichaequipo/106,2026-08-06T02:40:35.612175+00:00
1156,A.D. SPORTING HORTALEZA,adsportingdehortaleza.com,/pnfg/pimg/Clubes/00100_0010867808_content_sphortalezajuvpruebas1617pequees.jpg,"MONOVAR, S/N (CAMPO DE FUTBOL)",Madrid,Madrid,28033.0,466771,https://www.rffm.es/fichaequipo/466771,2026-08-06T02:40:35.616725+00:00
1032661,LA MORALEJA C.F.,www.moralejacf.com,/pnfg/pimg/Clubes/00100_0000083591_4879_CD_MORALEJA_CF.JPG,CALLE IRIS 39,Alcobendas,Madrid,28020.0,2728977,https://www.rffm.es/fichaequipo/2728977,2026-08-06T02:40:35.769683+00:00
1054,CLUB ESCUELA DE FUTBOL CONCEPCION,www.efconcepcion.com,/pnfg/pimg/Clubes/00100_0010995681_escudo_conce.jpg,"Virgen del Portillo, 8",Madrid,Madrid,28027.0,370,https://www.rffm.es/fichaequipo/370,2026-08-06T02:40:35.830358+00:00
3359715,C.D. UNION VALDEBERNARDO,www.unionvb.es,/pnfg/pimg/Clubes/00100_0010931511_Escudo_ValdeBernardo_Union.png,"C/ Ladera de los almendros, 13",Madrid,Madrid,,4928299,https://www.rffm.es/fichaequipo/4928299,2026-08-06T02:40:36.177008+00:00
1186,ESCUELA DEPORTIVA MORATALAZ,edmoratalaz.com,/pnfg/pimg/Clubes/00100_0011212516_Escudo_ED_Moratalaz_jpg.jpg,"CORREGIDOR JUAN FRANCISCO DE LUJAN, 41 LOCAL-3",Madrid,Madrid,28030.0,623,https://www.rffm.es/fichaequipo/623,2026-08-06T02:40:36.608810+00:00
3965,UNION ZONA NORTE,cuzonanorte.com,/pnfg/pimg/Clubes/00100_0011007675_ESCUDO_ZONA.png,Calle Vicente Baena 31 B,Madrid,Madrid,28035.0,6817352,https://www.rffm.es/fichaequipo/6817352,2026-08-06T02:40:36.748744+00:00
4198,C.F. SAN AGUSTIN DE GUADALIX,www.cfsanagustin.com,/pnfg/pimg/Clubes/00100_0011183554_escudo_san_agus.png,"JULIAN BERRENDERO, 12",San Agustín Del Guadalix,Madrid,28750.0,2594,https://www.rffm.es/fichaequipo/2594,2026-08-06T02:40:36.759770+00:00
3795,C.D. SITIO DE ARANJUEZ,cdsitio.ffmadrid.org,/pnfg/pimg/Clubes/00100_0011864536_Sitio_de_Aranjuez__1_.jpg,LUCAS JORDAN 2-28300 ARANJUEZ,Aranjuez,Madrid,28300.0,1991,https://www.rffm.es/fichaequipo/1991,2026-08-06T02:40:36.777968+00:00
