club_id,club_name_raw,portal_web,crest_url,correspondence_address,locality,province,postal_code,representative_team_id,source_url,scraped_at
40081,REAL C.D. CARABANCHEL,http://www.rcdcarabanchel.es,/pnfg/pimg/Clubes/00100_0010963629_ESCUDO.jpg,"MONSEÑOR OSCAR ROMERO, 39",Madrid,Madrid,28025.0,46,https://www.rffm.es/fichaequipo/46,2026-08-07T19:40:07.859321+00:00
30389,A.D. PARLA,www.adparla.com,/pnfg/pimg/Clubes/00100_0011615023_ESCUDO_ADP.png,"AVD. DE LA ESCUELA PUBLICA, S/N, 28981",Parla,Madrid,28981.0,311,https://www.rffm.es/fichaequipo/311,2026-08-07T19:40:07.871418+00:00
3715,C.F. POZUELO DE ALARCON,www.cfpozuelo.com,/pnfg/pimg/Clubes/00100_0010960678_escudo_Rffm_-_CFPOZUELO.jpg,C/ COSTANILLA DEL OLIVAR 13 2 D,0,Madrid,28223.0,1873,https://www.rffm.es/fichaequipo/1873,2026-08-07T19:40:08.009274+00:00
30433,RAYO VALLECANO DE MADRID S.A.D.,www.rayovallecano.es,/pnfg/pimg/Clubes/00100_0011548853_Escudo_Rayo_Vallecano.jpg,CALLE RAYO VALLECANO DE MADRID SAD Nº 2,Madrid,Madrid,28051.0,58,https://www.rffm.es/fichaequipo/58,2026-08-07T19:40:08.015993+00:00
4399,CDE TRIVAL PROMESAS ALCORCON,,,CAMINO DEL MOLINO S/N (ESTADIO FERNANDO TORRES),Alcorcón,Madrid,28925.0,4950039,https://www.rffm.es/fichaequipo/4950039,2026-08-07T19:40:08.080186+00:00
1038,A.D. ALCORCON S.A.D.,www.adalcorcon.com,/pnfg/pimg/Clubes/00100_0010867312_ESCUDO_FED.jpg,"Av. Esteban Marquez s/n, 28922 Alcorcón - Madrid",Alcorcón,Madrid,28922.0,280,https://www.rffm.es/fichaequipo/280,2026-08-07T19:40:08.120390+00:00
1186,ESCUELA DEPORTIVA MORATALAZ,edmoratalaz.com,/pnfg/pimg/Clubes/00100_0011212516_Escudo_ED_Moratalaz_jpg.jpg,"CORREGIDOR JUAN FRANCISCO DE LUJAN, 41 LOCAL-3",Madrid,Madrid,28030.0,623,https://www.rffm.es/fichaequipo/623,2026-08-07T19:40:08.279800+00:00
30423,LAS ROZAS C.F.,www.lasrozascf.com,/pnfg/pimg/Clubes/00100_0011108020_Escudo_nuevos_Las_Rozas.png,"AVDA. NUESTRA SEÑORA DE RETAMAR, 16 (POLIDEPORTIVO)",Las Rozas de Madrid,Madrid,28232.0,293,https://www.rffm.es/fichaequipo/293,2026-08-07T19:40:08.332472+00:00
4060,A.D. TORREJON C.F.,www.adtorrejoncf.com,/pnfg/pimg/Clubes/00100_0011601593_ESCUDO_AD_TORREJON.png,"Calle Turín, 14, campo de futbol las veredillas",Torrejón De Ardoz,Madrid,28850.0,2363,https://www.rffm.es/fichaequipo/2363,2026-08-07T19:40:08.346412+00:00
4947426,S.A.D. VILLAVERDE SAN ANDRES,https://sadvillaverdeboetticher.com,/pnfg/pimg/Clubes/00100_0011557501_ESCUDO_SAD_VILLAVERDE.jpeg,"Pº de Talleres, 1",Madrid,Madrid,28021.0,6826481,https://www.rffm.es/fichaequipo/6826481,2026-08-07T19:40:08.593655+00:00
1008,C.D. COLONIA MOSCARDO,www.cdcmoscardo.es,/pnfg/pimg/Clubes/00100_0011589039_MOSCARDO.png,"C/ ANDRES ARTEAGA, 1, MADRID 28026 ESTADIO ROMAN VALERO",Madrid,Madrid,28026.0,85,https://www.rffm.es/fichaequipo/85,2026-08-07T19:40:08.598116+00:00
300017,C.D.E. URSARIA (BAJA 2024-2025),,/pnfg/pimg/Clubes/00100_0011100949_URSARIA.jpg,"AVENIDA DE LA INDUSTRIA 6-8, NAVE 34",Alcobendas,Madrid,28108.0,300607,https://www.rffm.es/fichaequipo/300607,2026-08-07T19:40:08.735439+00:00
30431,GETAFE C.F. S.A.D.,www.getafecf.com,/pnfg/pimg/Clubes/00100_0011877690_Escudo_a_color.png,"AVDA. TERESA DE CALCUTA,S/N",Getafe,Madrid,28903.0,561,https://www.rffm.es/fichaequipo/561,2026-08-07T19:40:08.775319+00:00
4132,A.D. COMPLUTENSE ALCALA,http://www.adcomplutense.es/,/pnfg/pimg/Clubes/00100_0000080565_Escudo.jpg,"PASEO DE AGUADORES, S/N (Campo de Fútbol)",Alcalá De Henares,Madrid,28804.0,2451,https://www.rffm.es/fichaequipo/2451,2026-08-07T19:40:08.775849+00:00
40024,CLUB ATLETICO DE MADRID S.A.D.,www://atleticodemadrid.com,/pnfg/pimg/Clubes/00100_0011717577_Captura_de_pantalla_2024_06_18_085624.png,Avenida Luis Aragones (ESTADIO CÍVITAS METROPOLITANO),Madrid,Madrid,28022.0,18,https://www.rffm.es/fichaequipo/18,2026-08-07T19:40:08.864438+00:00
