match_id,official_kind,official_id,official_name,role_raw
5251982,referee,5276309,"GOMEZ TEIXEIRA, SAMUEL",Arbitro principal
5251982,field_delegate,,"GAGO ROJANO, EMILIO",delegado_campo
5251987,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5251983,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5251988,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5251986,referee,100247472,"GONZÁLEZ ÁLVAREZ, JORGE",Arbitro principal
5251984,referee,100247472,"GONZÁLEZ ÁLVAREZ, JORGE",Arbitro principal
5281439,referee,100247472,"GONZÁLEZ ÁLVAREZ, JORGE",Arbitro principal
5251989,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5251992,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5251990,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5281428,referee,100246147,"ARBELAEZ BONILLA, JULIO XAVIER",Arbitro principal
5251993,referee,100246147,"ARBELAEZ BONILLA, JULIO XAVIER",Arbitro principal
5251994,referee,100246147,"ARBELAEZ BONILLA, JULIO XAVIER",Arbitro principal
5251997,referee,100247472,"GONZÁLEZ ÁLVAREZ, JORGE",Arbitro principal
5251998,referee,100247472,"GONZÁLEZ ÁLVAREZ, JORGE",Arbitro principal
5251999,referee,100247472,"GONZÁLEZ ÁLVAREZ, JORGE",Arbitro principal
5251995,referee,100247086,"FERNÁNDEZ OCAÑA, MARIO",Arbitro principal
5281440,referee,100247086,"FERNÁNDEZ OCAÑA, MARIO",Arbitro principal
5252000,referee,100247086,"FERNÁNDEZ OCAÑA, MARIO",Arbitro principal
5252000,field_delegate,,"ALVAREZ MAYO, GONZALO MARIA",delegado_campo
5252003,referee,101725307,"GARCIA QUEIPO DE LLANO, PABLO",Arbitro principal
5252001,referee,101725307,"GARCIA QUEIPO DE LLANO, PABLO",Arbitro principal
5281429,referee,101725307,"GARCIA QUEIPO DE LLANO, PABLO",Arbitro principal
5252005,referee,101726857,"LANCHAS PEGO, RODRIGO",Arbitro principal
5252006,referee,101726857,"LANCHAS PEGO, RODRIGO",Arbitro principal
5252004,referee,101726857,"LANCHAS PEGO, RODRIGO",Arbitro principal
5281441,referee,1246650,"PERALTA HERNANDEZ, MARIO",Arbitro principal
5252012,referee,1246650,"PERALTA HERNANDEZ, MARIO",Arbitro principal
5252012,field_delegate,,"ESCALONA ALONSO, CARLOS",delegado_campo
5252011,referee,1246650,"PERALTA HERNANDEZ, MARIO",Arbitro principal
5252011,field_delegate,,"OLIVARES GUERRERO, GABRIEL",delegado_campo
5252009,referee,1697769,"COTA LOPEZ, GONZALO",Arbitro principal
5252010,referee,1697769,"COTA LOPEZ, GONZALO",Arbitro principal
5252008,referee,1697769,"COTA LOPEZ, GONZALO",Arbitro principal
5252015,referee,1215449,"GARCIA MINGUEZ, ALONSO",Arbitro principal
5252014,referee,1215449,"GARCIA MINGUEZ, ALONSO",Arbitro principal
5252014,field_delegate,,"GARCIA ARMENDIA, MIGUEL",delegado_campo
5252016,referee,1215449,"GARCIA MINGUEZ, ALONSO",Arbitro principal
5281430,referee,101727393,"MARQUEZ BLANCO, DIEGO",Arbitro principal
5252017,referee,101727393,"MARQUEZ BLANCO, DIEGO",Arbitro principal
5252013,referee,101727393,"MARQUEZ BLANCO, DIEGO",Arbitro principal
5252013,field_delegate,,"OLIVARES GUERRERO, GABRIEL",delegado_campo
5252023,referee,101733152,"VEGA SANCHEZ-CABEZUDO, DIEGO",Arbitro principal
5281442,referee,101733152,"VEGA SANCHEZ-CABEZUDO, DIEGO",Arbitro principal
5252020,referee,101733152,"VEGA SANCHEZ-CABEZUDO, DIEGO",Arbitro principal
5252021,referee,101732590,"SANZ DE LA RIVA, GONZALO",Arbitro principal
5252019,referee,101732590,"SANZ DE LA RIVA, GONZALO",Arbitro principal
5252019,field_delegate,,"ALVAREZ MAYO, GONZALO MARIA",delegado_campo
5252022,referee,101732590,"SANZ DE LA RIVA, GONZALO",Arbitro principal
5252025,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252028,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252030,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5281431,referee,101725283,"GARRIDO MARTIN, GONZALO",Arbitro principal
5252027,referee,101725283,"GARRIDO MARTIN, GONZALO",Arbitro principal
5252026,referee,101725283,"GARRIDO MARTIN, GONZALO",Arbitro principal
5281443,referee,101725307,"GARCIA QUEIPO DE LLANO, PABLO",Arbitro principal
5252037,referee,101725307,"GARCIA QUEIPO DE LLANO, PABLO",Arbitro principal
5252033,referee,101725307,"GARCIA QUEIPO DE LLANO, PABLO",Arbitro principal
5252032,referee,101725307,"GARCIA QUEIPO DE LLANO, PABLO",Arbitro principal
5252034,referee,101725307,"GARCIA QUEIPO DE LLANO, PABLO",Arbitro principal
5252031,referee,1084170,"CHARLE LLAMAS, MATEO",Arbitro principal
5252031,field_delegate,,"ALVAREZ MAYO, GONZALO MARIA",delegado_campo
5252048,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252048,field_delegate,,"GAGO ROJANO, EMILIO",delegado_campo
5281432,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252040,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252042,referee,100247086,"FERNÁNDEZ OCAÑA, MARIO",Arbitro principal
5252046,referee,100247086,"FERNÁNDEZ OCAÑA, MARIO",Arbitro principal
5252039,referee,100247086,"FERNÁNDEZ OCAÑA, MARIO",Arbitro principal
5252058,referee,1246667,"PERALTA HERNANDEZ, DIEGO",Arbitro principal
5252060,referee,1246667,"PERALTA HERNANDEZ, DIEGO",Arbitro principal
5252050,referee,1246667,"PERALTA HERNANDEZ, DIEGO",Arbitro principal
5252050,field_delegate,,"ALVAREZ MAYO, GONZALO MARIA",delegado_campo
5281444,referee,1697784,"COTA LÓPEZ, IGNACIO",Arbitro principal
5252052,referee,1697784,"COTA LÓPEZ, IGNACIO",Arbitro principal
5252054,referee,1697784,"COTA LÓPEZ, IGNACIO",Arbitro principal
5252068,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252062,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252064,referee,101732554,"TEJEDOR GUIILLEM, GUILLERMO",Arbitro principal
5252072,referee,101732554,"TEJEDOR GUIILLEM, GUILLERMO",Arbitro principal
5252072,field_delegate,,"PUERTO CHOCERO, ALEJANDRO",delegado_campo
5281433,referee,101732554,"TEJEDOR GUIILLEM, GUILLERMO",Arbitro principal
5252070,referee,101732554,"TEJEDOR GUIILLEM, GUILLERMO",Arbitro principal
5252070,field_delegate,,"GAGO ROJANO, EMILIO",delegado_campo
5252074,referee,878298,"VALLEJO GOMEZ, CHRISTIAN",Arbitro principal
5252074,field_delegate,,"ALVAREZ MAYO, GONZALO MARIA",delegado_campo
5252076,referee,878298,"VALLEJO GOMEZ, CHRISTIAN",Arbitro principal
5252080,referee,878298,"VALLEJO GOMEZ, CHRISTIAN",Arbitro principal
5252080,field_delegate,,"OLIVARES GUERRERO, GABRIEL",delegado_campo
5252084,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5252082,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5281445,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5252086,referee,101721426,"ALONSO SIERRA, JORGE",Arbitro principal
5252092,referee,101721426,"ALONSO SIERRA, JORGE",Arbitro principal
5281434,referee,101721426,"ALONSO SIERRA, JORGE",Arbitro principal
5252090,referee,101722556,"CANO MAYO, RODRIGO",Arbitro principal
5252096,referee,101722556,"CANO MAYO, RODRIGO",Arbitro principal
5252094,referee,101732590,"SANZ DE LA RIVA, GONZALO",Arbitro principal
5252104,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5281446,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252106,referee,101727465,"MOTA BORJA, GABRIEL",Arbitro principal
5252098,referee,101722590,"BILBAO RODRIGUEZ, ALVARO",Arbitro principal
5252107,referee,101722590,"BILBAO RODRIGUEZ, ALVARO",Arbitro principal
5252107,field_delegate,,"PEREZ CORCOBADO, VALENTIN",delegado_campo
5252102,referee,101722590,"BILBAO RODRIGUEZ, ALVARO",Arbitro principal
5252113,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5252113,field_delegate,,"GAGO ROJANO, EMILIO",delegado_campo
5252115,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5252115,field_delegate,,"PUERTO CHOCERO, ALEJANDRO",delegado_campo
5281435,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5252119,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5252119,field_delegate,,"ALVAREZ MAYO, GONZALO MARIA",delegado_campo
5252117,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5252111,referee,101729013,"MARQUEZ BLANCO, PABLO",Arbitro principal
5290843,referee,1697046,"ARVERAS MENDOZA, DANIEL",Arbitro principal
5290843,field_delegate,,"GALIANO RON, JOAQUIN",delegado_campo
5290844,referee,1402486,"PEÑAS FERNÁNDEZ, DANIEL",Arbitro principal
5290846,referee,1697046,"ARVERAS MENDOZA, DANIEL",Arbitro principal
5290847,referee,1402486,"PEÑAS FERNÁNDEZ, DANIEL",Arbitro principal
5290847,field_delegate,,"BELLON BATRES, SAMUEL",delegado_campo
5290848,referee,1697046,"ARVERAS MENDOZA, DANIEL",Arbitro principal
5290848,field_delegate,,"ACOSTA ACOSTA, GONZALO MIGUEL",delegado_campo
5290850,referee,1697046,"ARVERAS MENDOZA, DANIEL",Arbitro principal
5290850,field_delegate,,"MARTINEZ ALVARO, DANIEL GABRIEL",delegado_campo
5290845,referee,100247662,"IGLESIAS DIAZ, AITOR",Arbitro principal
5290855,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290855,field_delegate,,"SANZ VEGA, CARLOS",delegado_campo
5290856,referee,100247277,"GIL ESTEBAN, GONZALO",Arbitro principal
5290854,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290857,referee,100247277,"GIL ESTEBAN, GONZALO",Arbitro principal
5290851,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290853,referee,100247277,"GIL ESTEBAN, GONZALO",Arbitro principal
5290852,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290859,referee,101724024,"CHICHON MARMOL, HECTOR",Arbitro principal
5290861,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290860,referee,101724024,"CHICHON MARMOL, HECTOR",Arbitro principal
5290864,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290862,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290863,referee,101724024,"CHICHON MARMOL, HECTOR",Arbitro principal
5290865,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290871,referee,1940532,"ESCRIBANO JIMÉNEZ , DANIEL JESÚS",Arbitro principal
5290871,field_delegate,,"ALVAREZ CERECEDA, ANTONIO",delegado_campo
5290873,referee,2377934,"PÉREZ JORGE, CLAUDIA",Arbitro principal
5290872,referee,1940532,"ESCRIBANO JIMÉNEZ , DANIEL JESÚS",Arbitro principal
5290868,referee,1940532,"ESCRIBANO JIMÉNEZ , DANIEL JESÚS",Arbitro principal
5290870,referee,2377934,"PÉREZ JORGE, CLAUDIA",Arbitro principal
5290869,referee,1940532,"ESCRIBANO JIMÉNEZ , DANIEL JESÚS",Arbitro principal
5300938,referee,100247662,"IGLESIAS DIAZ, AITOR",Arbitro principal
5290876,referee,2377934,"PÉREZ JORGE, CLAUDIA",Arbitro principal
5290880,referee,2377934,"PÉREZ JORGE, CLAUDIA",Arbitro principal
5290875,referee,2377934,"PÉREZ JORGE, CLAUDIA",Arbitro principal
5290882,referee,2377934,"PÉREZ JORGE, CLAUDIA",Arbitro principal
5290877,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290878,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290879,referee,101722564,"CASALLO LIAÑO, ADRIAN",Arbitro principal
5290883,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5290890,referee,1182351,"ROA SUÁREZ, CARLOS",Arbitro principal
5290890,field_delegate,,"ACOSTA ACOSTA, GONZALO MIGUEL",delegado_campo
5290887,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5290888,referee,1182351,"ROA SUÁREZ, CARLOS",Arbitro principal
5290888,field_delegate,,"RUIZ DE LA TORRE, LUIS",delegado_campo
5290884,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5290885,referee,1182351,"ROA SUÁREZ, CARLOS",Arbitro principal
5290886,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5290886,field_delegate,,"ALVAREZ CERECEDA, ANTONIO",delegado_campo
5290891,referee,101733168,"VACAS LOPEZ, DIEGO",Arbitro principal
5290898,referee,100246900,"DÍEZ BENLLOCH, MIGUEL",Arbitro principal
5290892,referee,101733168,"VACAS LOPEZ, DIEGO",Arbitro principal
5290895,referee,100246900,"DÍEZ BENLLOCH, MIGUEL",Arbitro principal
5290893,referee,101733168,"VACAS LOPEZ, DIEGO",Arbitro principal
5290897,referee,100246900,"DÍEZ BENLLOCH, MIGUEL",Arbitro principal
5290894,referee,100246900,"DÍEZ BENLLOCH, MIGUEL",Arbitro principal
5290902,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290903,referee,101724582,"FRUTOS ORTEGA, ALBERTO",Arbitro principal
5290899,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290906,referee,101724582,"FRUTOS ORTEGA, ALBERTO",Arbitro principal
5290906,field_delegate,,"BELLON BATRES, SAMUEL",delegado_campo
5290900,referee,101724582,"FRUTOS ORTEGA, ALBERTO",Arbitro principal
5290900,field_delegate,,"RODRIGUEZ IZQUIERDO, MANUEL",delegado_campo
5290905,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290901,referee,101724582,"FRUTOS ORTEGA, ALBERTO",Arbitro principal
5290909,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5290910,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290907,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5290908,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290912,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5290913,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290914,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5290918,referee,100248716,"RICO GARCÍA, ALEJANDRO",Arbitro principal
5290921,referee,1182295,"NUÑEZ AQUINO, ANTONIA MARIZA",Arbitro principal
5290915,referee,100248716,"RICO GARCÍA, ALEJANDRO",Arbitro principal
5290915,field_delegate,,"RODRIGUEZ IZQUIERDO, MANUEL",delegado_campo
5290916,referee,1182295,"NUÑEZ AQUINO, ANTONIA MARIZA",Arbitro principal
5290917,referee,100248716,"RICO GARCÍA, ALEJANDRO",Arbitro principal
5290920,referee,1182295,"NUÑEZ AQUINO, ANTONIA MARIZA",Arbitro principal
5290920,field_delegate,,"ACOSTA ACOSTA, GONZALO MIGUEL",delegado_campo
5290922,referee,100248716,"RICO GARCÍA, ALEJANDRO",Arbitro principal
5290923,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290923,field_delegate,,"RODRIGUEZ IZQUIERDO, MANUEL",delegado_campo
5290928,referee,101707975,"CARRETERO SALAZAR, MIGUEL",Arbitro principal
5290928,field_delegate,,"GALIANO RON, JOAQUIN",delegado_campo
5290924,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290925,referee,101707975,"CARRETERO SALAZAR, MIGUEL",Arbitro principal
5290925,field_delegate,,"GARCIA PEREZ, GONZALO",delegado_campo
5290927,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290929,referee,101707975,"CARRETERO SALAZAR, MIGUEL",Arbitro principal
5290930,referee,101707975,"CARRETERO SALAZAR, MIGUEL",Arbitro principal
5290930,field_delegate,,"MARTINEZ ALVARO, DANIEL GABRIEL",delegado_campo
5290937,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290933,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290931,referee,100246434,"BOURAGBA AISSAUI, MOUAD",Arbitro principal
5290936,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290932,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290935,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290935,field_delegate,,"SANZ MORATO, FRANCISCO JAVIER",delegado_campo
5290938,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290939,referee,1697289,"BORREGUERO SANZ, MARCOS",Arbitro principal
5290942,referee,101722588,"CANTO SANTANA, DANIEL",Arbitro principal
5290942,field_delegate,,"GARCIA PEREZ, GONZALO",delegado_campo
5290940,referee,101722588,"CANTO SANTANA, DANIEL",Arbitro principal
5290943,referee,1697289,"BORREGUERO SANZ, MARCOS",Arbitro principal
5290944,referee,1697289,"BORREGUERO SANZ, MARCOS",Arbitro principal
5290945,referee,101722588,"CANTO SANTANA, DANIEL",Arbitro principal
5290945,field_delegate,,"GALIANO RON, JOAQUIN",delegado_campo
5290946,referee,101722588,"CANTO SANTANA, DANIEL",Arbitro principal
5290947,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290948,referee,2691061,"PÉREZ SANZ, ÁNGEL",Arbitro principal
5290948,field_delegate,,"RUIZ DE LA TORRE, LUIS",delegado_campo
5290950,referee,2691061,"PÉREZ SANZ, ÁNGEL",Arbitro principal
5290950,field_delegate,,"ACOSTA ACOSTA, GONZALO MIGUEL",delegado_campo
5290951,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290952,referee,2691061,"PÉREZ SANZ, ÁNGEL",Arbitro principal
5290953,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290954,referee,101731036,"RUIZ VILLAR, DIEGO",Arbitro principal
5290961,referee,100247900,"MARTÍNEZ DEL RIO, ALEJANDRO",Arbitro principal
5290962,referee,100248730,"ROMERAL MOLINA, SERGIO",Arbitro principal
5290962,field_delegate,,"GALIANO RON, JOAQUIN",delegado_campo
5290955,referee,100248730,"ROMERAL MOLINA, SERGIO",Arbitro principal
5290960,referee,100247900,"MARTÍNEZ DEL RIO, ALEJANDRO",Arbitro principal
5290958,referee,100248730,"ROMERAL MOLINA, SERGIO",Arbitro principal
5290959,referee,100247900,"MARTÍNEZ DEL RIO, ALEJANDRO",Arbitro principal
5290957,referee,100248730,"ROMERAL MOLINA, SERGIO",Arbitro principal
5291273,referee,101722562,"BERNAL PEREZ, DIEGO",Arbitro principal
5291274,referee,1742967,"ALVAREZ JIMENEZ, ELISABETH",Arbitro principal
5291276,referee,1742967,"ALVAREZ JIMENEZ, ELISABETH",Arbitro principal
5291277,referee,1742967,"ALVAREZ JIMENEZ, ELISABETH",Arbitro principal
5291270,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291272,referee,1742967,"ALVAREZ JIMENEZ, ELISABETH",Arbitro principal
5291271,referee,1742900,"EL AZIZI BELHADHJ, MOHAMED AMIN",Arbitro principal
5291275,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291275,field_delegate,,"RECIO ESCUDERO, ALBERTO",delegado_campo
5291285,referee,100245948,"ADRADA RUIZ, MAURO",Arbitro principal
5291285,field_delegate,,"MORENO ROZAS, JUAN ALBERTO",delegado_campo
5291284,referee,100245948,"ADRADA RUIZ, MAURO",Arbitro principal
5291284,field_delegate,,"HERNANDEZ HERRERO, ALVARO",delegado_campo
5291281,referee,101710890,"MANZANO LOPEZ, NAYARA",Arbitro principal
5291282,referee,100245948,"ADRADA RUIZ, MAURO",Arbitro principal
5291279,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291286,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291280,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291283,referee,101722562,"BERNAL PEREZ, DIEGO",Arbitro principal
5291291,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291289,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291293,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291294,referee,1743071,"OCAÑA DE LA FUENTE, MARCOS",Arbitro principal
5291294,field_delegate,,"RECIO ESCUDERO, ALBERTO",delegado_campo
5291290,referee,101710890,"MANZANO LOPEZ, NAYARA",Arbitro principal
5291296,referee,101710890,"MANZANO LOPEZ, NAYARA",Arbitro principal
