season,competition_id,group_id,team_id,player_name,goals,source_url,scraped_at
2024-2025,21661439,21661467,479,"SHAMOV, IVO BISEROV",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21661439&grupo=21661467&tipojuego=1,2026-08-02T22:38:17.390714+00:00
2024-2025,21661439,21661467,293,"CANO MONASTERIO, JOSE LUIS",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21661439&grupo=21661467&tipojuego=1,2026-08-02T22:38:17.390714+00:00
2024-2025,21661439,21661467,293,"MOLINA CASADO, HUGO",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21661439&grupo=21661467&tipojuego=1,2026-08-02T22:38:17.390714+00:00
2024-2025,21661439,21661468,2172,"HASSAINE DAOUADJI, ILIES",2,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21661439&grupo=21661468&tipojuego=1,2026-08-02T22:38:18.486084+00:00
2024-2025,21661439,21661468,2172,"GARRIDO ALVAREZ, MANUEL",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21661439&grupo=21661468&tipojuego=1,2026-08-02T22:38:18.486084+00:00
2024-2025,21661439,21661468,2172,"OMOIGUI OLAGUE, OMO CEDRIC",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21661439&grupo=21661468&tipojuego=1,2026-08-02T22:38:18.486084+00:00
2024-2025,21911601,21911664,293,"SANCHEZ MARTINEZ, ROBERTO",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21911601&grupo=21911664&tipojuego=1,2026-08-02T22:38:18.407960+00:00
2024-2025,21911601,21911664,293,"CANO MONASTERIO, JOSE LUIS",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21911601&grupo=21911664&tipojuego=1,2026-08-02T22:38:18.407960+00:00
2024-2025,21911601,21911664,2172,"HASSAINE DAOUADJI, ILIES",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21911601&grupo=21911664&tipojuego=1,2026-08-02T22:38:18.407960+00:00
2024-2025,23970451,23970549,58,"ETO'O PINEDA, ETIENNE",2,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=23970549&tipojuego=1,2026-08-02T22:38:20.512158+00:00
2024-2025,23970451,23970549,438,"REDONDO FRANCO, JAVIER",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=23970549&tipojuego=1,2026-08-02T22:38:20.512158+00:00
2024-2025,23970451,23970549,58,"BALADIA CARICIOLO, ALVARO",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=23970549&tipojuego=1,2026-08-02T22:38:20.512158+00:00
2024-2025,23970451,24002825,58,"NAVARRO MANGLANOS, HUGO",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=24002825&tipojuego=1,2026-08-02T22:38:19.836990+00:00
2024-2025,23970451,24002825,2363,"GOMEZ LOPEZ, JOSE IGNACIO",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=24002825&tipojuego=1,2026-08-02T22:38:19.836990+00:00
2024-2025,23970451,24002825,2363,"PRADILLOS CASTRILLEJO, JORGE",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=24002825&tipojuego=1,2026-08-02T22:38:19.836990+00:00
2024-2025,23970451,24002825,2363,"MERINO MARTINEZ, PABLO",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=24002825&tipojuego=1,2026-08-02T22:38:19.836990+00:00
2024-2025,23970451,24002825,58,"IÑIGO MONTOYA, IVAN",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=24002825&tipojuego=1,2026-08-02T22:38:19.836990+00:00
2024-2025,23970451,24002825,58,"BALADIA CARICIOLO, ALVARO",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=24002825&tipojuego=1,2026-08-02T22:38:19.836990+00:00
2024-2025,23970451,24002825,58,"ETO'O PINEDA, ETIENNE",1,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=23970451&grupo=24002825&tipojuego=1,2026-08-02T22:38:19.836990+00:00
2024-2025,21434284,21434285,58,"ETO'O PINEDA, ETIENNE",24,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,280,"GARCIA MORENO, ANDRES",21,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,71,"PORTERO DIEZ, ALVARO",15,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,2363,"PRADILLOS CASTRILLEJO, JORGE",14,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,94,"LORENZO ALVAREZ, DIEGO",14,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,71,"GONZALEZ RUIZ PEINADO, IZAN",14,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,293,"CANO MONASTERIO, JOSE LUIS",12,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,280,"FERRERES SOLE, FERNANDO",11,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,311,"CAMACHO DEL VALLE, RAFAEL",11,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,6826481,"KHERIBI AMHIN, NABIL",11,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,468,"ZAMORANO LEON, GONZALO",10,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,479,"OREJAS REVILLA, SERGIO",10,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
2024-2025,21434284,21434285,58,"YBARRA SAN CIRIACO, JUAN",10,https://www.rffm.es/competicion/goleadores?temporada=20&competicion=21434284&grupo=21434285&tipojuego=1,2026-08-02T22:38:24.443608+00:00
