club_id,club_name_raw,portal_web,crest_url,correspondence_address,locality,province,postal_code,representative_team_id,source_url,scraped_at
1189,RSC INTERNATIONAL F.C.,,/pnfg/pimg/Clubes/00100_0011100423_flat_escudo.jpg,calle hacienda de pavones 164 2b,0,Madrid,28030.0,650,https://www.rffm.es/fichaequipo/650,2026-08-07T02:18:55.287615+00:00
30431,GETAFE C.F. S.A.D.,www.getafecf.com,/pnfg/pimg/Clubes/00100_0011877690_Escudo_a_color.png,"AVDA. TERESA DE CALCUTA,S/N",Getafe,Madrid,28903.0,561,https://www.rffm.es/fichaequipo/561,2026-08-07T02:18:55.413886+00:00
4399,CDE TRIVAL PROMESAS ALCORCON,,,CAMINO DEL MOLINO S/N (ESTADIO FERNANDO TORRES),Alcorcón,Madrid,28925.0,4950039,https://www.rffm.es/fichaequipo/4950039,2026-08-07T02:18:55.570788+00:00
30432,R.S.D. ALCALA S.A.D.,www.rsdalcala.com,/pnfg/pimg/Clubes/00100_0000103781_escudo_rsda_nuevo.jpg,AVDA. VIRGEN DEL VAL S/N (ESTADIO),Alcalá De Henares,Madrid,28805.0,71,https://www.rffm.es/fichaequipo/71,2026-08-07T02:18:55.575940+00:00
3929,C.D. MOSTOLES U.R.J.C.,www.cdmostoles.com,/pnfg/pimg/Clubes/00100_0012189690_Escudo_CD_M__STOLES.jpg,Avenida Iker Casillas s/n,Móstoles,Madrid,28935.0,2127,https://www.rffm.es/fichaequipo/2127,2026-08-07T02:18:55.670021+00:00
300017,C.D.E. URSARIA (BAJA 2024-2025),,/pnfg/pimg/Clubes/00100_0011100949_URSARIA.jpg,"AVENIDA DE LA INDUSTRIA 6-8, NAVE 34",Alcobendas,Madrid,28108.0,300607,https://www.rffm.es/fichaequipo/300607,2026-08-07T02:18:55.677436+00:00
4060,A.D. TORREJON C.F.,www.adtorrejoncf.com,/pnfg/pimg/Clubes/00100_0011601593_ESCUDO_AD_TORREJON.png,"Calle Turín, 14, campo de futbol las veredillas",Torrejón De Ardoz,Madrid,28850.0,2363,https://www.rffm.es/fichaequipo/2363,2026-08-07T02:18:55.681310+00:00
30435,MEXICO F.C. S.A.D.,https://mexicofc.com,/pnfg/pimg/Clubes/00100_0011715402_logo_M__xico_FC_rN.png,"Avda. Juan Pablo II, 30 - 2º A",Paracuellos De Jarama,Madrid,28860.0,2002,https://www.rffm.es/fichaequipo/2002,2026-08-07T02:18:55.686455+00:00
30436,CLUB UNION COLLADO VILLALBA,www.cucvillalba.es,/pnfg/pimg/Clubes/00100_0011580792_Escudo_Villalba_04.jpg,"C/LAS AGUEDAS, 295",Collado Villalba,Madrid,28400.0,1619,https://www.rffm.es/fichaequipo/1619,2026-08-07T02:18:55.983532+00:00
1077,C.D. GALAPAGAR,www.cdgalapagar.com,/pnfg/pimg/Clubes/00100_0011078749_Escudo_CDG.png,"GUADARRAMA, 129",Galapagar,Madrid,28260.0,438,https://www.rffm.es/fichaequipo/438,2026-08-07T02:18:56.029601+00:00
