match_id,official_kind,official_id,official_name,role_raw
5510457,field_delegate,,"PEREZ CABALLERO, ADRIAN JOSE",delegado_campo
5510458,referee,103172412,"GHIURCA, FABIAN ANTONIO",Arbitro principal
5510460,referee,103175372,"ROCHA GARCIA, VICTOR RODOLFO",Arbitro principal
5510462,referee,103172370,"GARCÍA LUENGO, ALEJANDRO",Arbitro principal
5510463,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5510461,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5510464,referee,103172370,"GARCÍA LUENGO, ALEJANDRO",Arbitro principal
5510464,field_delegate,,"JIMENEZ CAZORLA, PABLO",delegado_campo
5510465,referee,103172370,"GARCÍA LUENGO, ALEJANDRO",Arbitro principal
5510465,field_delegate,,"MEDINA SANCHEZ, LUCAS",delegado_campo
5510466,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5510471,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5510472,referee,103172115,"FERNÁNDEZ GARCÍA, SERGIO",Arbitro principal
5510467,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5510469,referee,103172115,"FERNÁNDEZ GARCÍA, SERGIO",Arbitro principal
5510468,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5510468,field_delegate,,"CABALLERO SAENZ, SANDRA",delegado_campo
5510470,referee,103172115,"FERNÁNDEZ GARCÍA, SERGIO",Arbitro principal
5510470,field_delegate,,"PEREZ CABALLERO, ADRIAN JOSE",delegado_campo
5510474,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5510474,field_delegate,,"PEREZ CABALLERO, ADRIAN JOSE",delegado_campo
5510477,referee,103172368,"GARCÍA SÁNCHEZ, ALEX",Arbitro principal
5510475,referee,103172368,"GARCÍA SÁNCHEZ, ALEX",Arbitro principal
5510478,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5510478,field_delegate,,"LOPEZ GONZALEZ, JOSE ANTONIO",delegado_campo
5510473,referee,103172368,"GARCÍA SÁNCHEZ, ALEX",Arbitro principal
5510476,referee,103170648,"BELLANI, BAUTISTA",Arbitro principal
5510476,field_delegate,,"ZAMORANO CARRILLO, ELENA",delegado_campo
5510482,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5510482,field_delegate,,"MEDINA SANCHEZ, LUCAS",delegado_campo
5510483,referee,103172127,"DUQUE CASTRO, EDUARDO",Arbitro principal
5510479,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5510480,referee,103172127,"DUQUE CASTRO, EDUARDO",Arbitro principal
5510481,referee,103173615,"LAOSSA CARRETO, IKER",Arbitro principal
5510481,field_delegate,,"RUFO RODRIGUEZ, MARCO",delegado_campo
5510484,referee,103172127,"DUQUE CASTRO, EDUARDO",Arbitro principal
5510489,referee,103174157,"MORA CUADRADO, VICTOR",Arbitro principal
5510490,referee,103175355,"SAYED FERNÁNDEZ, OMAR",Arbitro principal
5510487,referee,103174157,"MORA CUADRADO, VICTOR",Arbitro principal
5510487,field_delegate,,"ZAMORANO CARRILLO, ELENA",delegado_campo
5510488,referee,103175355,"SAYED FERNÁNDEZ, OMAR",Arbitro principal
5510485,referee,103175355,"SAYED FERNÁNDEZ, OMAR",Arbitro principal
5510486,referee,103174157,"MORA CUADRADO, VICTOR",Arbitro principal
5510492,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5510494,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5510494,field_delegate,,"RUFO RODRIGUEZ, MARCO",delegado_campo
5510493,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5510496,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5510491,referee,103170698,"ALÍA ROZAS, DIEGO",Arbitro principal
5510495,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5510495,field_delegate,,"MEDINA SANCHEZ, LUCAS",delegado_campo
5510497,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5510501,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5510500,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5510500,field_delegate,,"LOPEZ GONZALEZ, JOSE ANTONIO",delegado_campo
5510502,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5510498,referee,103173573,"LUQUE VACAS, DANIEL",Arbitro principal
5510498,field_delegate,,"ZAMORANO CARRILLO, ELENA",delegado_campo
5510499,referee,103173583,"MACIAS RODRIGUEZ, ALVARO",Arbitro principal
5510506,referee,103174157,"MORA CUADRADO, VICTOR",Arbitro principal
5510506,field_delegate,,"GRELA DE GEA, MARIO",delegado_campo
5510508,referee,103172127,"DUQUE CASTRO, EDUARDO",Arbitro principal
5510508,field_delegate,,"MEDINA SANCHEZ, LUCAS",delegado_campo
5510505,referee,103172127,"DUQUE CASTRO, EDUARDO",Arbitro principal
5510507,referee,103174157,"MORA CUADRADO, VICTOR",Arbitro principal
5510507,field_delegate,,"RUFO RODRIGUEZ, MARCO",delegado_campo
5510503,referee,103172127,"DUQUE CASTRO, EDUARDO",Arbitro principal
5510504,referee,103174157,"MORA CUADRADO, VICTOR",Arbitro principal
5510509,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5510509,field_delegate,,"ZAMORANO CARRILLO, ELENA",delegado_campo
5510511,referee,103171573,"CARRERAS CARRERAS, DIEGO",Arbitro principal
5510511,field_delegate,,"LOPEZ GONZALEZ, JOSE ANTONIO",delegado_campo
5510512,referee,103171573,"CARRERAS CARRERAS, DIEGO",Arbitro principal
5510512,field_delegate,,"RUIZ GARCIA, CARLOS",delegado_campo
5510514,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5510514,field_delegate,,"MEDINA SANCHEZ, LUCAS",delegado_campo
5510510,referee,103171573,"CARRERAS CARRERAS, DIEGO",Arbitro principal
5510510,field_delegate,,"CHINCHON AGUADO, JORGE",delegado_campo
5510513,referee,103174153,"MERCADO DURAN, PABLO",Arbitro principal
5510515,referee,1940622,"GONZÁLEZ HURTADO, MARIO",Arbitro principal
5510520,referee,103172127,"DUQUE CASTRO, EDUARDO",Arbitro principal
