match_id,official_kind,official_id,official_name,role_raw
5510774,referee,100247271,"GARCIA SANCHEZ, RUBEN",Arbitro principal
5527520,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5510771,referee,101721596,"BANDERA VAZQUEZ, BORJA",Arbitro principal
5510772,referee,100247271,"GARCIA SANCHEZ, RUBEN",Arbitro principal
5539242,referee,103173559,"LÓPEZ LÓPEZ, ALEJANDRO",Arbitro principal
5539243,referee,103173559,"LÓPEZ LÓPEZ, ALEJANDRO",Arbitro principal
5510777,referee,103172937,"JIMENEZ DE LOS RIOS, JOSE",Arbitro principal
5510778,referee,103175430,"RODRÍGUEZ MARTÍN, LEÓN",Arbitro principal
5526748,referee,103175430,"RODRÍGUEZ MARTÍN, LEÓN",Arbitro principal
5510780,referee,103172937,"JIMENEZ DE LOS RIOS, JOSE",Arbitro principal
5510780,field_delegate,,"PARRONDO CANDELA, GONZALO",delegado_campo
5527515,referee,103176546,"ZAZO GARCIA, DIEGO",Arbitro principal
5538221,referee,1940758,"MARIN TEMES, BORJA",Arbitro principal
5526755,referee,742181,"VILLALPANDO GOMEZ, JOSE ANTONIO",Arbitro principal
5510785,referee,101722560,"CANOVAS PEREZ, JORGE",Arbitro principal
5510787,referee,103175353,"SAIZ ESPEJO, PABLO",Arbitro principal
5510783,referee,742181,"VILLALPANDO GOMEZ, JOSE ANTONIO",Arbitro principal
5510783,field_delegate,,"ROSIQUE IRNAN, DIEGO",delegado_campo
5527521,referee,101722560,"CANOVAS PEREZ, JORGE",Arbitro principal
5510788,referee,103175353,"SAIZ ESPEJO, PABLO",Arbitro principal
5510789,referee,101733140,"VELASCO MONCADA, GONZALO",Arbitro principal
5510789,field_delegate,,"TERRES LOPEZ, JOSE IGNACIO",delegado_campo
5526749,referee,101721594,"ARANDA GUTIERREZ, VICTOR",Arbitro principal
5527516,referee,101726114,"IBORRA LLOPIS, JAIME",Arbitro principal
5510791,referee,101733140,"VELASCO MONCADA, GONZALO",Arbitro principal
5510791,field_delegate,,"PARRONDO CANDELA, JAVIER",delegado_campo
5510793,referee,101721594,"ARANDA GUTIERREZ, VICTOR",Arbitro principal
5510794,referee,101726114,"IBORRA LLOPIS, JAIME",Arbitro principal
5510796,referee,103176560,"ZAPLATA, DANIEL",Arbitro principal
5510796,field_delegate,,"ROSIQUE IRNAN, DIEGO",delegado_campo
5527522,referee,103175430,"RODRÍGUEZ MARTÍN, LEÓN",Arbitro principal
5510799,referee,103175420,"SEGURA BONMATÍ, GORKA",Arbitro principal
5526756,referee,103175420,"SEGURA BONMATÍ, GORKA",Arbitro principal
5510798,referee,103175430,"RODRÍGUEZ MARTÍN, LEÓN",Arbitro principal
5510800,referee,103176560,"ZAPLATA, DANIEL",Arbitro principal
5556707,referee,101733140,"VELASCO MONCADA, GONZALO",Arbitro principal
5556705,referee,101726114,"IBORRA LLOPIS, JAIME",Arbitro principal
5556706,referee,101721594,"ARANDA GUTIERREZ, VICTOR",Arbitro principal
5556710,referee,101721594,"ARANDA GUTIERREZ, VICTOR",Arbitro principal
5556708,referee,101733140,"VELASCO MONCADA, GONZALO",Arbitro principal
5556709,referee,101726114,"IBORRA LLOPIS, JAIME",Arbitro principal
5527523,referee,103175388,"SAGARDÍA MARTÍN, JAIME",Arbitro principal
5510811,referee,103175384,"SAINZ MUÑOZ, SERGIO",Arbitro principal
5510809,referee,103170278,"MARTÍN BARZYK, ADRIÁN",Arbitro principal
5526751,referee,103170278,"MARTÍN BARZYK, ADRIÁN",Arbitro principal
5510810,referee,103175384,"SAINZ MUÑOZ, SERGIO",Arbitro principal
5510812,referee,103175388,"SAGARDÍA MARTÍN, JAIME",Arbitro principal
5510813,referee,100248716,"RICO GARCÍA, ALEJANDRO",Arbitro principal
5527518,referee,103175353,"SAIZ ESPEJO, PABLO",Arbitro principal
5510815,referee,103176560,"ZAPLATA, DANIEL",Arbitro principal
5510816,referee,100248716,"RICO GARCÍA, ALEJANDRO",Arbitro principal
5510817,referee,103175353,"SAIZ ESPEJO, PABLO",Arbitro principal
5510818,referee,103176560,"ZAPLATA, DANIEL",Arbitro principal
5526752,referee,103175988,"SIGUERO HERNANZ, ÁLVARO",Arbitro principal
5510821,referee,101725687,"GUTA BUCA, JULIAN OVIDIU",Arbitro principal
5510823,referee,1925794,"GARCIA RAMOS, RAUL",Arbitro principal
5527524,referee,1925794,"GARCIA RAMOS, RAUL",Arbitro principal
5510822,referee,103175988,"SIGUERO HERNANZ, ÁLVARO",Arbitro principal
5510822,field_delegate,,"ROSIQUE IRNAN, DIEGO",delegado_campo
5510824,referee,101725687,"GUTA BUCA, JULIAN OVIDIU",Arbitro principal
5526764,referee,103171611,"CARRALERO FERNÁNDEZ, JAVIER",Arbitro principal
5510826,referee,103172993,"GONZÁLEZ ÁLVAREZ, ALEJANDRO",Arbitro principal
5510827,referee,103172967,"GUDE DUQUE, MARCOS",Arbitro principal
5510828,referee,103171611,"CARRALERO FERNÁNDEZ, JAVIER",Arbitro principal
5510828,field_delegate,,"CID IGLESIAS, DIEGO",delegado_campo
5510829,referee,103172967,"GUDE DUQUE, MARCOS",Arbitro principal
5510829,field_delegate,,"RIAZA RAMONELL, JOSE LUIS",delegado_campo
5510830,referee,103172993,"GONZÁLEZ ÁLVAREZ, ALEJANDRO",Arbitro principal
5510834,referee,103173577,"JIMENEZ ORTIZ, CRISTIAN",Arbitro principal
5510835,referee,103172965,"HERNANDEZ LAZARO, LUCAS",Arbitro principal
5526758,referee,103173577,"JIMENEZ ORTIZ, CRISTIAN",Arbitro principal
5510832,referee,103172965,"HERNANDEZ LAZARO, LUCAS",Arbitro principal
5510833,referee,103172965,"HERNANDEZ LAZARO, LUCAS",Arbitro principal
5510836,referee,103173577,"JIMENEZ ORTIZ, CRISTIAN",Arbitro principal
5510838,referee,103176012,"VACAS LÓPEZ, JORGE",Arbitro principal
5510842,referee,103175996,"TURNES SÁNCHEZ, JULIO ALEJANDRO",Arbitro principal
5510839,referee,103174183,"MUÑOZ VALLES, PABLO",Arbitro principal
5510840,referee,103176012,"VACAS LÓPEZ, JORGE",Arbitro principal
5526759,referee,103175996,"TURNES SÁNCHEZ, JULIO ALEJANDRO",Arbitro principal
5510841,referee,103174183,"MUÑOZ VALLES, PABLO",Arbitro principal
5510843,referee,103172408,"GARCÍA GARCÍA , MARCOS",Arbitro principal
5510847,referee,103172418,"GARCÍA GARCÍA, PABLO",Arbitro principal
5510847,field_delegate,,"HERAS LOPEZ, RICARDO",delegado_campo
5526765,referee,103173603,"MARIN SANTIAGO, PABLO",Arbitro principal
5510848,referee,103172418,"GARCÍA GARCÍA, PABLO",Arbitro principal
5510848,field_delegate,,"LIPARI MARTINEZ, SAMUEL",delegado_campo
5510845,referee,103173603,"MARIN SANTIAGO, PABLO",Arbitro principal
5510846,referee,103172408,"GARCÍA GARCÍA , MARCOS",Arbitro principal
5526760,referee,103176012,"VACAS LÓPEZ, JORGE",Arbitro principal
5510854,referee,103175996,"TURNES SÁNCHEZ, JULIO ALEJANDRO",Arbitro principal
5510851,referee,103175996,"TURNES SÁNCHEZ, JULIO ALEJANDRO",Arbitro principal
5510852,referee,103176012,"VACAS LÓPEZ, JORGE",Arbitro principal
5510849,referee,103176012,"VACAS LÓPEZ, JORGE",Arbitro principal
5510853,referee,103175996,"TURNES SÁNCHEZ, JULIO ALEJANDRO",Arbitro principal
5526766,referee,103175996,"TURNES SÁNCHEZ, JULIO ALEJANDRO",Arbitro principal
5510859,referee,103175396,"SÁNCHEZ SOLANILLA, CÉSAR",Arbitro principal
5510855,referee,103175396,"SÁNCHEZ SOLANILLA, CÉSAR",Arbitro principal
5510856,referee,103175996,"TURNES SÁNCHEZ, JULIO ALEJANDRO",Arbitro principal
5510858,referee,103175396,"SÁNCHEZ SOLANILLA, CÉSAR",Arbitro principal
5510858,field_delegate,,"HERAS LOPEZ, RICARDO",delegado_campo
5510860,referee,103175996,"TURNES SÁNCHEZ, JULIO ALEJANDRO",Arbitro principal
5510860,field_delegate,,"CID IGLESIAS, DIEGO",delegado_campo
5510861,referee,103175432,"SALAZAR TELLEZ, JORGE JAVIER",Arbitro principal
5510862,referee,101721432,"ALVAREZ GONZALEZ, DIEGO",Arbitro principal
5526761,referee,103175432,"SALAZAR TELLEZ, JORGE JAVIER",Arbitro principal
5510864,referee,101721432,"ALVAREZ GONZALEZ, DIEGO",Arbitro principal
5510865,referee,103175432,"SALAZAR TELLEZ, JORGE JAVIER",Arbitro principal
5510866,referee,101721432,"ALVAREZ GONZALEZ, DIEGO",Arbitro principal
5510869,referee,103176546,"ZAZO GARCIA, DIEGO",Arbitro principal
5510871,referee,1701024,"SIMÓN OLANO, IKER",Arbitro principal
5510871,field_delegate,,"CID IGLESIAS, DIEGO",delegado_campo
5526767,referee,103176546,"ZAZO GARCIA, DIEGO",Arbitro principal
5526767,field_delegate,,"LIPARI MARTINEZ, SAMUEL",delegado_campo
5510872,referee,1701024,"SIMÓN OLANO, IKER",Arbitro principal
5510867,referee,1701024,"SIMÓN OLANO, IKER",Arbitro principal
5510868,referee,103176546,"ZAZO GARCIA, DIEGO",Arbitro principal
5510874,referee,103171611,"CARRALERO FERNÁNDEZ, JAVIER",Arbitro principal
5510877,referee,103172207,"CRISTÓBAL DE LA CARRERA, MATEO",Arbitro principal
5510873,referee,103172207,"CRISTÓBAL DE LA CARRERA, MATEO",Arbitro principal
5510875,referee,103171611,"CARRALERO FERNÁNDEZ, JAVIER",Arbitro principal
5526762,referee,103172207,"CRISTÓBAL DE LA CARRERA, MATEO",Arbitro principal
5510878,referee,103171611,"CARRALERO FERNÁNDEZ, JAVIER",Arbitro principal
5510880,referee,103171519,"BODALO RODRIGUEZ, IVÁN",Arbitro principal
5510880,field_delegate,,"HERAS LOPEZ, RICARDO",delegado_campo
5510881,referee,103172416,"FERNANDEZ MORENO, DANIEL",Arbitro principal
5510879,referee,103171519,"BODALO RODRIGUEZ, IVÁN",Arbitro principal
5510882,referee,103172416,"FERNANDEZ MORENO, DANIEL",Arbitro principal
5510882,field_delegate,,"CID IGLESIAS, DIEGO",delegado_campo
5526768,referee,103171519,"BODALO RODRIGUEZ, IVÁN",Arbitro principal
5510884,referee,103172416,"FERNANDEZ MORENO, DANIEL",Arbitro principal
5526763,referee,103172408,"GARCÍA GARCÍA , MARCOS",Arbitro principal
5510890,referee,103171611,"CARRALERO FERNÁNDEZ, JAVIER",Arbitro principal
5510885,referee,103171611,"CARRALERO FERNÁNDEZ, JAVIER",Arbitro principal
5510887,referee,103172408,"GARCÍA GARCÍA , MARCOS",Arbitro principal
5510886,referee,103171611,"CARRALERO FERNÁNDEZ, JAVIER",Arbitro principal
5510888,referee,103172408,"GARCÍA GARCÍA , MARCOS",Arbitro principal
5528969,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5528973,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5528973,field_delegate,,"ACEÑA IBAÑEZ, DAVID",delegado_campo
5528970,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5528972,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5528971,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5528974,referee,103173563,"KIELEK, DANIEL",Arbitro principal
5528975,referee,103173563,"KIELEK, DANIEL",Arbitro principal
5528976,referee,103173563,"KIELEK, DANIEL",Arbitro principal
5528977,referee,103172412,"GHIURCA, FABIAN ANTONIO",Arbitro principal
5528978,referee,103172412,"GHIURCA, FABIAN ANTONIO",Arbitro principal
5528978,field_delegate,,"IGLESIAS NÚÑEZ, ANTONIO",delegado_campo
5528980,referee,103175994,"SORIA GARCIA, RAUL",Arbitro principal
5528981,referee,103175962,"TORQUEMADA JIMENEZ, JORGE",Arbitro principal
5528979,referee,103175994,"SORIA GARCIA, RAUL",Arbitro principal
5528983,referee,103175962,"TORQUEMADA JIMENEZ, JORGE",Arbitro principal
5528982,referee,103175994,"SORIA GARCIA, RAUL",Arbitro principal
5528982,field_delegate,,"SÁNCHEZ MARTÍN, ABEL",delegado_campo
5528987,referee,103172137,"DUTU, PABLO GABRIEL",Arbitro principal
5528985,referee,103172167,"DIOCOU SOUMARE, BACARY",Arbitro principal
5528986,referee,103172137,"DUTU, PABLO GABRIEL",Arbitro principal
5528988,referee,103172167,"DIOCOU SOUMARE, BACARY",Arbitro principal
5528984,referee,103172137,"DUTU, PABLO GABRIEL",Arbitro principal
5528992,referee,103172322,"FERNÁNDEZ GARCIA, PABLO",Arbitro principal
5528992,field_delegate,,"MUÑOZ ROMUALDO, MIGUEL",delegado_campo
5528993,referee,103172322,"FERNÁNDEZ GARCIA, PABLO",Arbitro principal
5528991,referee,103172322,"FERNÁNDEZ GARCIA, PABLO",Arbitro principal
5528989,referee,103172115,"FERNÁNDEZ GARCÍA, SERGIO",Arbitro principal
5528990,referee,103172115,"FERNÁNDEZ GARCÍA, SERGIO",Arbitro principal
5528995,referee,103175976,"TRIGO LOPEZ, GAEL",Arbitro principal
5528997,referee,103175976,"TRIGO LOPEZ, GAEL",Arbitro principal
5528997,field_delegate,,"GALLOSO HIGUERAS, SERGIO",delegado_campo
5528994,referee,103175976,"TRIGO LOPEZ, GAEL",Arbitro principal
5528996,referee,103171587,"CÁCERES NEGRETE, CARLOS",Arbitro principal
5528996,field_delegate,,"IGLESIAS NÚÑEZ, ANTONIO",delegado_campo
5528998,referee,103171587,"CÁCERES NEGRETE, CARLOS",Arbitro principal
5528998,field_delegate,,"SÁNCHEZ MARTÍN, ABEL",delegado_campo
5529002,referee,103172412,"GHIURCA, FABIAN ANTONIO",Arbitro principal
5529003,referee,103172412,"GHIURCA, FABIAN ANTONIO",Arbitro principal
5528999,referee,103172412,"GHIURCA, FABIAN ANTONIO",Arbitro principal
5546616,referee,103172123,"DE LAS HERAS HERMOSO, SAMUEL",Arbitro principal
5546617,referee,103172123,"DE LAS HERAS HERMOSO, SAMUEL",Arbitro principal
5529004,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5529005,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5529005,field_delegate,,"IGLESIAS NÚÑEZ, ANTONIO",delegado_campo
5529006,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5529006,field_delegate,,"GALLOSO HIGUERAS, SERGIO",delegado_campo
5529008,referee,103175990,"VILLOSLADA MENOR, ÁNGEL",Arbitro principal
5529008,field_delegate,,"CUENCA RODRIGUEZ, JAVIER",delegado_campo
5529007,referee,103173563,"KIELEK, DANIEL",Arbitro principal
5529007,field_delegate,,"SÁNCHEZ MARTÍN, ABEL",delegado_campo
5529010,referee,103173011,"GÓMEZ PÉREZ, SERGIO",Arbitro principal
5529012,referee,103173011,"GÓMEZ PÉREZ, SERGIO",Arbitro principal
5529009,referee,103173011,"GÓMEZ PÉREZ, SERGIO",Arbitro principal
5529011,referee,103173011,"GÓMEZ PÉREZ, SERGIO",Arbitro principal
5529013,referee,103173011,"GÓMEZ PÉREZ, SERGIO",Arbitro principal
5510957,referee,103171571,"BUENO ZABALLOS, SERGIO",Arbitro principal
5510958,referee,103171565,"CERVERA PLATERO, ARTURO",Arbitro principal
5510958,field_delegate,,"GASCO SÁNCHEZ, ALONSO ARSENIO",delegado_campo
5510960,referee,103174771,"RIVERA CASTREJÓN, MIGUEL ALEJANDRO",Arbitro principal
5510959,referee,103171565,"CERVERA PLATERO, ARTURO",Arbitro principal
5510961,referee,103171571,"BUENO ZABALLOS, SERGIO",Arbitro principal
5510961,field_delegate,,"PERAN NAVARRO, FERNANDO",delegado_campo
5510962,referee,103174771,"RIVERA CASTREJÓN, MIGUEL ALEJANDRO",Arbitro principal
5510966,referee,103175386,"SAN MARCELINO GALLEGO, DANIEL",Arbitro principal
5510966,field_delegate,,"GOMEZ SANCHEZ, MARTIN",delegado_campo
5510967,referee,103180871,"SANCHEZ RECHE, OSCAR",Arbitro principal
5510963,referee,103180871,"SANCHEZ RECHE, OSCAR",Arbitro principal
5510964,referee,103172139,"DÍAZ DÍAZ, CARLOS",Arbitro principal
5510965,referee,103172139,"DÍAZ DÍAZ, CARLOS",Arbitro principal
5510965,field_delegate,,"FERNANDEZ SERRANO, JORGE",delegado_campo
5510968,referee,103175386,"SAN MARCELINO GALLEGO, DANIEL",Arbitro principal
5510970,referee,103174741,"ORDIZ NEUMANN, DANIEL",Arbitro principal
5510974,referee,103174797,"RAMIREZ PEREZ, JUAN",Arbitro principal
5510971,referee,103174797,"RAMIREZ PEREZ, JUAN",Arbitro principal
5510971,field_delegate,,"GASCO SÁNCHEZ, ALONSO ARSENIO",delegado_campo
5510972,referee,103175386,"SAN MARCELINO GALLEGO, DANIEL",Arbitro principal
5510969,referee,103174741,"ORDIZ NEUMANN, DANIEL",Arbitro principal
5510973,referee,103175386,"SAN MARCELINO GALLEGO, DANIEL",Arbitro principal
5510975,referee,103170654,"ALVARADO MEJIA, EDISON THOMAS",Arbitro principal
5510979,referee,103174163,"MENDOZA PÉREZ, JORGE",Arbitro principal
5510976,referee,103174163,"MENDOZA PÉREZ, JORGE",Arbitro principal
5510976,field_delegate,,"FERNANDEZ SERRANO, JORGE",delegado_campo
5510980,referee,103171519,"BODALO RODRIGUEZ, IVÁN",Arbitro principal
5510980,field_delegate,,"PERAN NAVARRO, FERNANDO",delegado_campo
5510977,referee,103170654,"ALVARADO MEJIA, EDISON THOMAS",Arbitro principal
5510977,field_delegate,,"GOMEZ SANCHEZ, MARTIN",delegado_campo
5510978,referee,103171519,"BODALO RODRIGUEZ, IVÁN",Arbitro principal
5510982,referee,103173575,"MAESO LOPEZ, PABLO",Arbitro principal
5510986,referee,103172173,"DOS SANTOS MARTÍNEZ, VICTOR",Arbitro principal
5510983,referee,103172173,"DOS SANTOS MARTÍNEZ, VICTOR",Arbitro principal
5510984,referee,103170654,"ALVARADO MEJIA, EDISON THOMAS",Arbitro principal
5510984,field_delegate,,"GASCO SÁNCHEZ, ALONSO ARSENIO",delegado_campo
5510981,referee,103173575,"MAESO LOPEZ, PABLO",Arbitro principal
5510985,referee,103170654,"ALVARADO MEJIA, EDISON THOMAS",Arbitro principal
5510989,referee,103171571,"BUENO ZABALLOS, SERGIO",Arbitro principal
5510991,referee,103172991,"GÓMEZ COLORADO, VÍCTOR",Arbitro principal
5510991,field_delegate,,"PERAN NAVARRO, FERNANDO",delegado_campo
5510987,referee,103172991,"GÓMEZ COLORADO, VÍCTOR",Arbitro principal
5510987,field_delegate,,"CAMBRA NADAL, ANGEL",delegado_campo
5510988,referee,103174797,"RAMIREZ PEREZ, JUAN",Arbitro principal
5510988,field_delegate,,"GOMEZ SANCHEZ, MARTIN",delegado_campo
5510990,referee,103171571,"BUENO ZABALLOS, SERGIO",Arbitro principal
5510992,referee,103174797,"RAMIREZ PEREZ, JUAN",Arbitro principal
5510993,referee,103171519,"BODALO RODRIGUEZ, IVÁN",Arbitro principal
5510993,field_delegate,,"FERNANDEZ SERRANO, JORGE",delegado_campo
5510994,referee,103170654,"ALVARADO MEJIA, EDISON THOMAS",Arbitro principal
5510995,referee,103170654,"ALVARADO MEJIA, EDISON THOMAS",Arbitro principal
5510996,referee,103171519,"BODALO RODRIGUEZ, IVÁN",Arbitro principal
5510997,referee,103171519,"BODALO RODRIGUEZ, IVÁN",Arbitro principal
5510997,field_delegate,,"GASCO SÁNCHEZ, ALONSO ARSENIO",delegado_campo
5510998,referee,103170654,"ALVARADO MEJIA, EDISON THOMAS",Arbitro principal
5510998,field_delegate,,"BENITO GARCIA, OSCAR LUIS",delegado_campo
5511003,referee,103180871,"SANCHEZ RECHE, OSCAR",Arbitro principal
5511001,referee,103175970,"SEVILLANO FUERTES, ISMAEL",Arbitro principal
5511004,referee,103172416,"FERNANDEZ MORENO, DANIEL",Arbitro principal
5511002,referee,103175970,"SEVILLANO FUERTES, ISMAEL",Arbitro principal
5510999,referee,103180871,"SANCHEZ RECHE, OSCAR",Arbitro principal
5510999,field_delegate,,"GOMEZ SANCHEZ, MARTIN",delegado_campo
5511000,referee,103172416,"FERNANDEZ MORENO, DANIEL",Arbitro principal
5511000,field_delegate,,"LATORRE LOZOYA, CLEMENTE",delegado_campo
5511009,referee,103954860,"IGLESIAS IBARRECHE, AITOR",Arbitro principal
5511006,referee,103175378,"SÁEZ OLIVAR, DANIEL",Arbitro principal
5511006,field_delegate,,"FERNANDEZ SERRANO, JORGE",delegado_campo
5511005,referee,103954860,"IGLESIAS IBARRECHE, AITOR",Arbitro principal
5511005,field_delegate,,"CALVO GUTIERREZ, LUIS",delegado_campo
5511007,referee,103955082,"MATEOS BRAZAL, ANTONIO",Arbitro principal
5511010,referee,103955082,"MATEOS BRAZAL, ANTONIO",Arbitro principal
5511008,referee,103175378,"SÁEZ OLIVAR, DANIEL",Arbitro principal
5511012,referee,103955340,"TINAJERO CABRERA, CARLOS",Arbitro principal
