match_id,team_id,role_kind,role_raw,person_id,person_name
5554419,21592741,head_coach,head_coach,25256932,"TORIBIO BAZ, SAMUEL"
5554419,21592741,team_delegate,team_delegate,,"SOBREVIELA HERNANDEZ, SERGIO"
5554420,2282,head_coach,head_coach,26471791,"ANDRÉS BAÑOS, ALBA"
5554420,2282,team_delegate,team_delegate,,"ANDRÉS BAÑOS, ALBA"
5554420,2282,other_staff,ENCARGADO DE MATERIAL,26006026,"TROMBA MACHADO, FABRIZIO G"
5554420,15279840,head_coach,head_coach,25035997,"JIMENEZ LLOPIS, CARLOS"
5554420,15279840,team_delegate,team_delegate,,"TORRES LAGE, REBECA"
5554420,15279840,other_staff,ENCARGADO DE MATERIAL,25884469,"GONZALEZ PLAZA, MIGUEL ANGEL"
5554421,1031541,head_coach,head_coach,25366133,"GONZALEZ DIAZ, ALVARO"
5554421,1031541,team_delegate,team_delegate,,"GARCIA VIDRIALES, CESAR"
5554423,1031541,head_coach,head_coach,25366133,"GONZALEZ DIAZ, ALVARO"
5554423,1031541,team_delegate,team_delegate,,"GARCIA VIDRIALES, CESAR"
5554423,2282,head_coach,head_coach,26471791,"ANDRÉS BAÑOS, ALBA"
5554423,2282,other_staff,ENCARGADO DE MATERIAL,26006026,"TROMBA MACHADO, FABRIZIO G"
5554422,15279840,head_coach,head_coach,25035997,"JIMENEZ LLOPIS, CARLOS"
5554422,15279840,team_delegate,team_delegate,,"TORRES LAGE, REBECA"
5554422,15279840,other_staff,ENCARGADO DE MATERIAL,25884469,"GONZALEZ PLAZA, MIGUEL ANGEL"
5554422,4941875,head_coach,head_coach,24034621,"CEBRIAN HERNANDEZ, CHRISTIAN"
5554422,4941875,team_delegate,team_delegate,,"QUINTERO VALDERRAMA, BRAYAN STEVEN"
5554424,21592741,head_coach,head_coach,25256932,"TORIBIO BAZ, SAMUEL"
5554424,21592741,team_delegate,team_delegate,,"JIMENEZ ROBLEDANO, FELIX"
5554424,334351,other_staff,EPR,22897138,"MERO VACA, JUAN DAVID"
5554425,24032211,head_coach,head_coach,20770462,"MOLINA SOTO, JIMMY VINICIO"
5554425,24032211,team_delegate,team_delegate,,"MOLINA SOTO, JIMMY VINICIO"
5554425,21592742,head_coach,head_coach,24788488,"GARCÍA QUEIPO DE LLANO, IGNACIO"
5554425,21592742,team_delegate,team_delegate,,"TOMILLO GOMEZ, MIGUEL"
5554426,17130720,head_coach,head_coach,26065462,"SAHNOUN, AZIZ"
5554426,17130720,team_delegate,team_delegate,,"ALMANZA TORRICO, JORDAN YANDEL"
5554426,6809448,team_delegate,team_delegate,,"ZAIH BOUZZITODUN, MOHAMRD"
5554430,1433,team_delegate,team_delegate,,"DIONISIO SAEZ, CARLOS"
5554430,1433,other_staff,ENCARGADO DE MATERIAL,25750020,"BENITEZ POVEDA, MIGUEL ANGEL"
5554430,17130720,team_delegate,team_delegate,,"ALMANZA TORRICO, JORDAN YANDEL"
5554429,6809448,team_delegate,team_delegate,,"ZAIH BOUZZITODUN, MOHAMRD"
5554429,6809448,other_staff,ENCARGADO DE MATERIAL,25942776,"HERNANDEZ FERNANDEZ BERMEJO, JORGE"
5554429,24032211,head_coach,head_coach,20770462,"MOLINA SOTO, JIMMY VINICIO"
5554429,24032211,team_delegate,team_delegate,,"MOLINA SOTO, JIMMY VINICIO"
5554431,21592742,head_coach,head_coach,24788488,"GARCÍA QUEIPO DE LLANO, IGNACIO"
5554431,21592742,team_delegate,team_delegate,,"TOMILLO GOMEZ, MIGUEL"
5554431,6809448,team_delegate,team_delegate,,"ZAIH BOUZZITODUN, MOHAMRD"
5554432,24032211,head_coach,head_coach,20770462,"MOLINA SOTO, JIMMY VINICIO"
5554432,24032211,team_delegate,team_delegate,,"MOLINA SOTO, JIMMY VINICIO"
5554432,1433,head_coach,head_coach,25035997,"JIMENEZ LLOPIS, CARLOS"
5554432,1433,team_delegate,team_delegate,,"DIONISIO SAEZ, CARLOS"
5554432,1433,other_staff,ENCARGADO DE MATERIAL,25750020,"BENITEZ POVEDA, MIGUEL ANGEL"
5554436,17130720,head_coach,head_coach,26065462,"SAHNOUN, AZIZ"
5554436,17130720,team_delegate,team_delegate,,"ALMANZA TORRICO, JORDAN YANDEL"
5554436,24032211,head_coach,head_coach,20770462,"MOLINA SOTO, JIMMY VINICIO"
5554436,24032211,team_delegate,team_delegate,,"MOLINA SOTO, JIMMY VINICIO"
5554435,1433,head_coach,head_coach,22243468,"ÁLVARO SAN JOSÉ, HÉCTOR"
5554435,1433,team_delegate,team_delegate,,"DIONISIO SAEZ, CARLOS"
5554435,21592742,head_coach,head_coach,24788488,"GARCÍA QUEIPO DE LLANO, IGNACIO"
5554435,21592742,team_delegate,team_delegate,,"TOMILLO GOMEZ, MIGUEL"
5554437,6809448,team_delegate,team_delegate,,"ZAIH BOUZZITODUN, MOHAMRD"
5554437,1433,head_coach,head_coach,25035997,"JIMENEZ LLOPIS, CARLOS"
5554437,1433,team_delegate,team_delegate,,"DIONISIO SAEZ, CARLOS"
5554437,1433,other_staff,ENCARGADO DE MATERIAL,25750020,"BENITEZ POVEDA, MIGUEL ANGEL"
5554438,21592742,head_coach,head_coach,24788488,"GARCÍA QUEIPO DE LLANO, IGNACIO"
5554438,21592742,team_delegate,team_delegate,,"TOMILLO GOMEZ, MIGUEL"
5554438,17130720,head_coach,head_coach,26065462,"SAHNOUN, AZIZ"
5554438,17130720,team_delegate,team_delegate,,"ALMANZA TORRICO, JORDAN YANDEL"
5554440,21592742,head_coach,head_coach,24788488,"GARCÍA QUEIPO DE LLANO, IGNACIO"
5554440,21592742,team_delegate,team_delegate,,"TOMILLO GOMEZ, MIGUEL"
5554440,24032211,other_staff,EPR,22677574,"MORENO ALVES, JOSE LUIS"
5554441,6809448,team_delegate,team_delegate,,"ZAIH BOUZZITODUN, MOHAMRD"
5554441,6809448,other_staff,ENCARGADO DE MATERIAL,25942776,"HERNANDEZ FERNANDEZ BERMEJO, JORGE"
5554441,17130720,team_delegate,team_delegate,,"ALMANZA TORRICO, JORDAN YANDEL"
5554445,17130720,head_coach,head_coach,26065462,"SAHNOUN, AZIZ"
5554445,17130720,team_delegate,team_delegate,,"ALMANZA TORRICO, JORDAN YANDEL"
5554445,1433,head_coach,head_coach,25035997,"JIMENEZ LLOPIS, CARLOS"
5554445,1433,team_delegate,team_delegate,,"DIONISIO SAEZ, CARLOS"
5554445,1433,other_staff,ENCARGADO DE MATERIAL,25750020,"BENITEZ POVEDA, MIGUEL ANGEL"
5554444,24032211,head_coach,head_coach,20770462,"MOLINA SOTO, JIMMY VINICIO"
5554444,24032211,team_delegate,team_delegate,,"MOLINA SOTO, JIMMY VINICIO"
5554444,6809448,other_staff,ENCARGADO DE MATERIAL,25942776,"HERNANDEZ FERNANDEZ BERMEJO, JORGE"
5554446,6809448,team_delegate,team_delegate,,"ZAIH BOUZZITODUN, MOHAMRD"
5554446,21592742,head_coach,head_coach,24788488,"GARCÍA QUEIPO DE LLANO, IGNACIO"
5554446,21592742,team_delegate,team_delegate,,"TOMILLO GOMEZ, MIGUEL"
5554447,1433,head_coach,head_coach,22243468,"ÁLVARO SAN JOSÉ, HÉCTOR"
5554447,1433,team_delegate,team_delegate,,"DIONISIO SAEZ, CARLOS"
5554447,1433,other_staff,ENCARGADO DE MATERIAL,25750020,"BENITEZ POVEDA, MIGUEL ANGEL"
5554447,24032211,head_coach,head_coach,20770462,"MOLINA SOTO, JIMMY VINICIO"
5554447,24032211,team_delegate,team_delegate,,"MOLINA SOTO, JIMMY VINICIO"
5554451,24032211,head_coach,head_coach,19534989,"GARCÍA PAZ, ÓSCAR"
5554451,24032211,team_delegate,team_delegate,,"GARCÍA PAZ, ÓSCAR"
5554451,17130720,head_coach,head_coach,26065462,"SAHNOUN, AZIZ"
5554451,17130720,team_delegate,team_delegate,,"ALMANZA TORRICO, JORDAN YANDEL"
5554450,21592742,head_coach,head_coach,24788488,"GARCÍA QUEIPO DE LLANO, IGNACIO"
5554450,21592742,team_delegate,team_delegate,,"TOMILLO GOMEZ, MIGUEL"
5554450,1433,head_coach,head_coach,22243468,"ÁLVARO SAN JOSÉ, HÉCTOR"
5554450,1433,team_delegate,team_delegate,,"DIONISIO SAEZ, CARLOS"
5554450,1433,other_staff,ENCARGADO DE MATERIAL,25750020,"BENITEZ POVEDA, MIGUEL ANGEL"
5554452,1433,head_coach,head_coach,3235063,"JIMENEZ LLOPIS, CARLOS"
5554452,1433,team_delegate,team_delegate,,"DIONISIO SAEZ, CARLOS"
5554452,1433,other_staff,ENCARGADO DE MATERIAL,25750020,"BENITEZ POVEDA, MIGUEL ANGEL"
5554452,6809448,team_delegate,team_delegate,,"ZAIH BOUZZITODUN, MOHAMRD"
5554452,6809448,other_staff,ENCARGADO DE MATERIAL,25942776,"HERNANDEZ FERNANDEZ BERMEJO, JORGE"
5554453,17130720,head_coach,head_coach,26065462,"SAHNOUN, AZIZ"
5554453,21592742,head_coach,head_coach,24788488,"GARCÍA QUEIPO DE LLANO, IGNACIO"
5554453,21592742,team_delegate,team_delegate,,"TOMILLO GOMEZ, MIGUEL"
5554455,12891056,head_coach,head_coach,20999559,"CUBERO MENDIOLA, MARIO"
5554455,300447,head_coach,head_coach,1011289,"RODRIGUEZ PRIETO, JOSE MANUEL"
5554455,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554456,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554456,680645,other_staff,EPR,25404308,"LOPEZ PERAL, RAUL"
5554456,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554457,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554457,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554457,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554457,7737894,team_delegate,team_delegate,,"GOMEZ FERNANDEZ, OSCAR L"
5554460,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554460,7737894,team_delegate,team_delegate,,"GOMEZ FERNANDEZ, OSCAR L"
5554460,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554460,680645,other_staff,EPR,25404308,"LOPEZ PERAL, RAUL"
5554458,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554458,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554459,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554459,12891056,head_coach,head_coach,20999559,"CUBERO MENDIOLA, MARIO"
5554459,12891056,team_delegate,team_delegate,,"LOPEZ PONCE, JHOSTIN AIDAN"
5554461,300447,head_coach,head_coach,1011289,"RODRIGUEZ PRIETO, JOSE MANUEL"
5554461,300447,team_delegate,team_delegate,,"RODRIGUEZ GARCIA, JOSE"
5554461,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554462,12891056,head_coach,head_coach,20999559,"CUBERO MENDIOLA, MARIO"
5554462,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554462,7737894,team_delegate,team_delegate,,"GOMEZ FERNANDEZ, OSCAR L"
5554463,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554463,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554463,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554464,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554464,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554464,1642,other_staff,EPR,25404308,"LOPEZ PERAL, RAUL"
5554466,680645,other_staff,EPR,25404308,"LOPEZ PERAL, RAUL"
5554466,12891056,head_coach,head_coach,22639162,"MAKHOUKHI ABARKAN, OMAR"
5554466,12891056,team_delegate,team_delegate,,"LOPEZ PONCE, JHOSTIN AIDAN"
5554465,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554465,7737894,team_delegate,team_delegate,,"GOMEZ FERNANDEZ, OSCAR L"
5554465,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554469,12891056,head_coach,head_coach,22639162,"MAKHOUKHI ABARKAN, OMAR"
5554469,12891056,team_delegate,team_delegate,,"LOPEZ PONCE, JHOSTIN AIDAN"
5554469,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554469,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554467,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554467,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554468,300447,head_coach,head_coach,1011289,"RODRIGUEZ PRIETO, JOSE MANUEL"
5554468,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554468,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554471,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554471,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554470,300447,head_coach,head_coach,1011289,"RODRIGUEZ PRIETO, JOSE MANUEL"
5554470,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554470,12891056,head_coach,head_coach,22639162,"MAKHOUKHI ABARKAN, OMAR"
5554470,12891056,team_delegate,team_delegate,,"LOPEZ PONCE, JHOSTIN AIDAN"
5554472,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554472,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554472,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554475,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554475,680645,other_staff,EPR,25404308,"LOPEZ PERAL, RAUL"
5554475,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554473,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554473,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554473,300447,head_coach,head_coach,1011289,"RODRIGUEZ PRIETO, JOSE MANUEL"
5554473,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554474,12891056,head_coach,head_coach,22639162,"MAKHOUKHI ABARKAN, OMAR"
5554474,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554477,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554477,12891056,head_coach,head_coach,22639162,"MAKHOUKHI ABARKAN, OMAR"
5554477,12891056,team_delegate,team_delegate,,"LOPEZ PONCE, JHOSTIN AIDAN"
5554478,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554478,680645,other_staff,EPR,25404308,"LOPEZ PERAL, RAUL"
5554478,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554478,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554476,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554476,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554479,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554479,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554479,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554480,300447,head_coach,head_coach,1011289,"RODRIGUEZ PRIETO, JOSE MANUEL"
5554480,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554480,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554481,12891056,head_coach,head_coach,22639162,"MAKHOUKHI ABARKAN, OMAR"
5554481,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554483,680645,team_delegate,team_delegate,,"MOBELLAN PACHECO, MIGUEL ANGEL"
5554483,680645,other_staff,EPR,25975841,"GONZALEZ GONZALEZ, MARIO"
5554483,300447,head_coach,head_coach,1011289,"RODRIGUEZ PRIETO, JOSE MANUEL"
5554483,300447,team_delegate,team_delegate,,"SUAREZ RODRIGUEZ, JAVIER"
5554482,7737894,head_coach,head_coach,24953905,"VIGO GIL, PABLO"
5554482,1642,head_coach,head_coach,4061322,"CASCALES AGUADO, MIGUEL"
5554484,15284054,head_coach,head_coach,91750,"HERAS LEZA, SANTIAGO"
5554484,15284054,team_delegate,team_delegate,,"NOGALES BLAZQUEZ, HUGO"
5554484,12891056,head_coach,head_coach,22639162,"MAKHOUKHI ABARKAN, OMAR"
5554484,12891056,team_delegate,team_delegate,,"LOPEZ PONCE, JHOSTIN AIDAN"
5554485,17146163,other_staff,EPR,25546159,"EL HILALI EL BAROUDI, RUMAISA"
5554485,300454,team_delegate,team_delegate,,"GARCIA LABRADA, PABLO"
5554485,300454,other_staff,EPR,25915437,"GARCIA LABRADA, PABLO"
5554486,21592729,head_coach,head_coach,26297688,"MARTINEZ MONTES, PEDRO"
5554486,21592729,team_delegate,team_delegate,,"CLEMENTE DEL VALLE, ALBERTO"
5554486,24001978,head_coach,head_coach,24539857,"PEREIRA NICOLAS, GONZALO"
5554486,24001978,team_delegate,team_delegate,,"CABEZA BELANCHE, GONZALO"
5554490,21407803,team_delegate,team_delegate,,"NIEVES ANUARBE, ALBERTO"
5554490,21592729,head_coach,head_coach,26297688,"MARTINEZ MONTES, PEDRO"
5554490,21592729,team_delegate,team_delegate,,"CLEMENTE DEL VALLE, ALBERTO"
5554489,24001978,head_coach,head_coach,24539857,"PEREIRA NICOLAS, GONZALO"
5554489,24001978,team_delegate,team_delegate,,"CABEZA BELANCHE, GONZALO"
5554489,17146163,other_staff,ENCARGADO DE MATERIAL,23195525,"GÓMEZ MARTÍN, ADRIÁN"
5554489,17146163,other_staff,EPR,25546159,"EL HILALI EL BAROUDI, RUMAISA"
5554491,300454,team_delegate,team_delegate,,"GARCIA LABRADA, PABLO"
5554491,24001978,head_coach,head_coach,24539857,"PEREIRA NICOLAS, GONZALO"
5554491,24001978,team_delegate,team_delegate,,"CABEZA BELANCHE, GONZALO"
5554492,17146163,team_delegate,team_delegate,,"MAYA JIMÉNEZ, ABRAHAM"
5554492,17146163,other_staff,EPR,25546159,"EL HILALI EL BAROUDI, RUMAISA"
5554492,21407803,team_delegate,team_delegate,,"NIEVES ANUARBE, ALBERTO"
5554496,21592729,head_coach,head_coach,26297688,"MARTINEZ MONTES, PEDRO"
5554496,21592729,team_delegate,team_delegate,,"CLEMENTE DEL VALLE, ALBERTO"
5554496,17146163,team_delegate,team_delegate,,"MAYA JIMÉNEZ, ABRAHAM"
5554496,17146163,other_staff,EPR,25546159,"EL HILALI EL BAROUDI, RUMAISA"
5554495,21407803,other_staff,ENCARGADO DE MATERIAL,25498436,"MAZA NAVARRO, JUAN PABLO"
5554495,300454,team_delegate,team_delegate,,"GARCIA LABRADA, PABLO"
5554497,24001978,head_coach,head_coach,24539857,"PEREIRA NICOLAS, GONZALO"
5554497,24001978,team_delegate,team_delegate,,"CABEZA BELANCHE, GONZALO"
5554497,21407803,team_delegate,team_delegate,,"NIEVES ANUARBE, ALBERTO"
5554498,300454,team_delegate,team_delegate,,"GARCIA LABRADA, PABLO"
5554498,300454,other_staff,EPR,25915437,"GARCIA LABRADA, PABLO"
5554498,21592729,head_coach,head_coach,26297688,"MARTINEZ MONTES, PEDRO"
5554498,21592729,team_delegate,team_delegate,,"CLEMENTE DEL VALLE, ALBERTO"
5554500,300454,team_delegate,team_delegate,,"GARCIA LABRADA, PABLO"
5554500,17146163,team_delegate,team_delegate,,"MAYA JIMÉNEZ, ABRAHAM"
5554501,24001978,head_coach,head_coach,24539857,"PEREIRA NICOLAS, GONZALO"
5554501,24001978,team_delegate,team_delegate,,"CABEZA BELANCHE, GONZALO"
5554501,21592729,head_coach,head_coach,26297688,"MARTINEZ MONTES, PEDRO"
5554501,21592729,team_delegate,team_delegate,,"CLEMENTE DEL VALLE, ALBERTO"
5554505,21592729,head_coach,head_coach,26297688,"MARTINEZ MONTES, PEDRO"
5554505,21592729,team_delegate,team_delegate,,"CLEMENTE DEL VALLE, ALBERTO"
5554505,21407803,team_delegate,team_delegate,,"NIEVES ANUARBE, ALBERTO"
5554505,21407803,other_staff,EPR,25797251,"MAZA NAVARRO, JUAN PABLO"
5554504,17146163,team_delegate,team_delegate,,"MAYA JIMÉNEZ, ABRAHAM"
5554504,17146163,other_staff,EPR,25546159,"EL HILALI EL BAROUDI, RUMAISA"
5554504,24001978,head_coach,head_coach,24539857,"PEREIRA NICOLAS, GONZALO"
5554504,24001978,team_delegate,team_delegate,,"CABEZA BELANCHE, GONZALO"
5554506,24001978,head_coach,head_coach,24539857,"PEREIRA NICOLAS, GONZALO"
5554506,24001978,team_delegate,team_delegate,,"CABEZA BELANCHE, GONZALO"
5554506,300454,head_coach,head_coach,24549687,"BENITEZ LEDESMA, JORGE"
5554507,21407803,team_delegate,team_delegate,,"NIEVES ANUARBE, ALBERTO"
5554507,17146163,team_delegate,team_delegate,,"MAYA JIMÉNEZ, ABRAHAM"
5554507,17146163,other_staff,EPR,25546159,"EL HILALI EL BAROUDI, RUMAISA"
5554511,17146163,other_staff,EPR,25546159,"EL HILALI EL BAROUDI, RUMAISA"
